Fast_EMA,Slow_EMA,Total_Return_Pct,CAGR_Pct,Alpha_Pct,Max_Drawdown_Pct,Sharpe_Ratio,Sortino_Ratio,Calmar_Ratio,Win_Rate_Pct,Profit_Factor,Expectancy_Pct,Total_Trades,Avg_Holding_Hours,Avg_Win_Pct,Avg_Loss_Pct,Win_Loss_Ratio,Max_Cons_Wins,Max_Cons_Losses,Best_Trade_Pct,Worst_Trade_Pct,Exposure_Pct,Pos_Months,Neg_Months,Best_Month,Worst_Month,Peak_Time,MDD_Trough_Time,Jan_2026,Feb_2026,Mar_2026,Apr_2026,May_2026,Jun_2026,Jul_2026,Aug_2026
69,125,-4.8,-7.41,14.01,37.98,-0.02,-0.02,-0.2,29.17,1.02,0.05,24,105.7,8.25,-3.33,2.48,2,8,27.04,-10.95,45.3,3,5,Aug_2026 (+25.19%),Feb_2026 (-16.91%),2026-01-06T23:00:00,2026-06-23T08:00:00,1.74,-16.91,-5.38,-2.33,-4.53,-8.34,11.23,25.19
69,126,-4.78,-7.37,14.03,37.61,-0.02,-0.02,-0.2,29.17,1.02,0.05,24,105.6,8.24,-3.33,2.48,2,8,27.04,-10.95,45.27,3,5,Aug_2026 (+25.19%),Feb_2026 (-16.91%),2026-01-06T23:00:00,2026-06-23T08:00:00,1.74,-16.91,-5.38,-1.93,-4.4,-8.3,10.61,25.19
69,127,-3.94,-6.1,14.86,37.07,0.02,0.02,-0.16,29.17,1.04,0.09,24,105.5,8.34,-3.31,2.52,2,8,27.04,-10.95,45.23,3,5,Aug_2026 (+25.19%),Feb_2026 (-16.75%),2026-01-06T23:00:00,2026-06-23T08:00:00,1.49,-16.75,-4.76,-1.93,-4.4,-8.05,10.61,25.19
69,128,-4.13,-6.39,14.68,37.26,0.01,0.01,-0.17,29.17,1.03,0.08,24,105.5,8.27,-3.3,2.51,2,8,27.04,-10.95,45.23,3,5,Aug_2026 (+25.32%),Feb_2026 (-16.75%),2026-01-06T23:00:00,2026-06-23T08:00:00,1.45,-16.75,-5.05,-1.92,-4.24,-8.19,10.61,25.32
69,129,-4.94,-7.62,13.87,37.08,-0.02,-0.02,-0.21,29.17,1.01,0.03,24,105.5,8.1,-3.29,2.46,2,8,27.04,-10.95,45.21,3,5,Aug_2026 (+25.32%),Feb_2026 (-16.75%),2026-01-06T23:00:00,2026-06-23T08:00:00,1.55,-16.75,-5.05,-1.67,-4.24,-8.24,9.38,25.32
69,130,-3.96,-6.13,14.84,36.32,0.02,0.02,-0.17,29.17,1.03,0.08,24,105.4,8.16,-3.25,2.51,2,8,27.04,-10.95,45.18,3,5,Aug_2026 (+25.32%),Feb_2026 (-16.93%),2026-01-06T23:00:00,2026-06-23T08:00:00,1.55,-16.93,-4.31,-1.29,-4.24,-8.01,9.18,25.32
69,131,-2.98,-4.62,15.83,35.84,0.06,0.06,-0.13,30.43,1.05,0.13,23,109.7,8.15,-3.38,2.41,2,7,27.39,-10.95,45.04,3,5,Aug_2026 (+25.66%),Feb_2026 (-17.27%),2026-01-06T23:00:00,2026-06-23T08:00:00,2.21,-17.27,-5.32,-0.64,-3.83,-7.56,9.18,25.66
69,132,-3.74,-5.79,15.07,36.28,0.03,0.03,-0.16,30.43,1.04,0.09,23,109.8,8.11,-3.42,2.38,2,7,27.39,-10.95,45.11,3,5,Aug_2026 (+25.34%),Feb_2026 (-17.27%),2026-01-06T23:00:00,2026-06-23T08:00:00,2.21,-17.27,-5.32,-1.57,-3.83,-7.33,9.34,25.34
69,133,-3.21,-4.97,15.6,35.92,0.05,0.05,-0.14,25.0,1.05,0.11,24,105.3,9.3,-2.96,3.14,2,8,27.39,-9.84,45.14,3,5,Aug_2026 (+25.34%),Feb_2026 (-16.08%),2026-01-06T23:00:00,2026-06-23T08:00:00,0.87,-16.08,-5.5,-0.89,-3.8,-7.4,9.34,25.34
69,134,-3.54,-5.48,15.27,36.14,0.04,0.04,-0.15,25.0,1.04,0.09,24,105.5,9.34,-2.99,3.12,2,8,27.39,-9.84,45.23,3,5,Aug_2026 (+25.34%),Feb_2026 (-16.08%),2026-01-06T23:00:00,2026-06-23T08:00:00,0.87,-16.08,-5.5,-0.8,-3.8,-7.8,9.34,25.34
69,135,-2.4,-3.72,16.41,35.35,0.09,0.08,-0.11,25.0,1.06,0.14,24,105.6,9.38,-2.94,3.19,2,8,27.39,-9.84,45.25,3,5,Aug_2026 (+25.34%),Feb_2026 (-16.08%),2026-01-06T23:00:00,2026-06-23T08:00:00,1.22,-16.08,-4.72,-0.8,-3.73,-7.8,9.27,25.34
69,136,-1.59,-2.48,17.22,34.81,0.12,0.12,-0.07,26.09,1.08,0.18,23,110.2,9.37,-3.06,3.06,2,7,27.39,-9.84,45.25,3,5,Aug_2026 (+25.34%),Feb_2026 (-15.82%),2026-01-06T23:00:00,2026-06-23T08:00:00,1.43,-15.82,-4.72,-0.7,-3.72,-7.63,9.27,25.34
69,137,-3.08,-4.78,15.72,35.8,0.06,0.05,-0.13,26.09,1.05,0.11,23,110.1,9.16,-3.08,2.97,2,7,27.39,-9.84,45.21,3,5,Aug_2026 (+25.34%),Feb_2026 (-15.08%),2026-01-06T23:00:00,2026-06-23T08:00:00,1.24,-15.08,-5.03,-2.28,-3.83,-7.79,9.27,25.34
69,138,-2.19,-3.4,16.62,35.21,0.09,0.09,-0.1,26.09,1.07,0.15,23,110.0,9.16,-3.03,3.02,2,7,27.39,-9.84,45.2,3,5,Aug_2026 (+25.34%),Feb_2026 (-14.43%),2026-01-06T23:00:00,2026-06-23T08:00:00,1.36,-14.43,-5.03,-2.28,-4.0,-7.59,9.27,25.34
69,139,-1.28,-2.0,17.52,34.54,0.13,0.13,-0.06,26.09,1.08,0.19,23,110.2,9.16,-2.98,3.07,2,7,27.39,-9.84,45.25,3,5,Aug_2026 (+25.21%),Feb_2026 (-14.23%),2026-01-06T23:00:00,2026-06-23T08:00:00,1.38,-14.23,-5.01,-0.91,-4.02,-8.14,9.27,25.21
69,140,-1.13,-1.77,17.68,34.51,0.14,0.13,-0.05,25.0,1.09,0.19,24,105.8,9.36,-2.87,3.26,2,8,27.39,-9.84,45.32,3,5,Aug_2026 (+25.21%),Feb_2026 (-14.21%),2026-01-06T23:00:00,2026-06-23T08:00:00,1.65,-14.21,-5.03,-0.77,-4.02,-8.49,9.38,25.21
69,141,-3.55,-5.5,15.26,35.92,0.04,0.04,-0.15,25.0,1.04,0.08,24,105.8,9.26,-2.98,3.11,2,8,27.01,-9.84,45.32,3,5,Aug_2026 (+24.83%),Feb_2026 (-14.93%),2026-01-06T23:00:00,2026-06-23T08:00:00,1.91,-14.93,-5.03,-1.92,-4.22,-8.69,9.38,24.83
69,142,-2.07,-3.22,16.74,35.18,0.1,0.1,-0.09,25.0,1.07,0.14,24,105.8,9.22,-2.88,3.2,2,8,27.01,-9.84,45.34,3,5,Aug_2026 (+24.83%),Feb_2026 (-14.40%),2026-01-06T23:00:00,2026-06-23T08:00:00,2.15,-14.4,-5.03,-1.62,-4.22,-8.69,9.8,24.83
69,143,-2.77,-4.31,16.03,35.57,0.07,0.07,-0.12,25.0,1.05,0.12,24,105.8,9.24,-2.92,3.16,2,8,27.01,-9.84,45.36,3,5,Aug_2026 (+24.69%),Feb_2026 (-14.91%),2026-01-06T23:00:00,2026-06-23T08:00:00,2.72,-14.91,-5.64,-1.82,-4.22,-8.43,9.8,24.69
69,144,-1.32,-2.06,17.48,34.57,0.13,0.13,-0.06,27.27,1.08,0.19,22,115.6,9.07,-3.14,2.89,2,7,27.01,-9.84,45.43,3,5,Aug_2026 (+24.69%),Feb_2026 (-14.91%),2026-01-06T23:00:00,2026-06-23T08:00:00,3.22,-14.91,-5.94,-0.51,-4.18,-8.43,9.73,24.69
69,145,-1.21,-1.89,17.6,34.49,0.14,0.13,-0.05,27.27,1.09,0.2,22,115.7,9.1,-3.14,2.9,2,7,27.01,-9.84,45.45,3,5,Aug_2026 (+24.69%),Feb_2026 (-14.91%),2026-01-06T23:00:00,2026-06-23T08:00:00,3.05,-14.91,-5.98,-0.17,-4.18,-8.43,9.73,24.69
69,146,-0.71,-1.11,18.1,34.16,0.16,0.15,-0.03,26.09,1.1,0.21,23,110.7,9.1,-2.93,3.11,2,8,27.01,-10.06,45.48,3,5,Aug_2026 (+24.69%),Feb_2026 (-13.49%),2026-01-06T23:00:00,2026-06-23T08:00:00,3.05,-13.49,-5.98,-1.47,-4.18,-8.29,9.73,24.69
69,147,0.78,1.22,19.59,33.17,0.22,0.21,0.04,27.27,1.13,0.29,22,116.1,9.11,-3.02,3.01,2,7,27.01,-10.06,45.62,3,5,Aug_2026 (+24.69%),Feb_2026 (-13.49%),2026-01-06T23:00:00,2026-06-23T08:00:00,3.05,-13.49,-5.9,-0.56,-4.18,-7.85,9.73,24.69
69,148,-0.64,-1.0,18.17,33.61,0.16,0.16,-0.03,27.27,1.1,0.22,22,116.0,8.86,-3.03,2.93,2,7,27.01,-10.06,45.55,3,5,Aug_2026 (+24.69%),Feb_2026 (-13.50%),2026-01-06T23:00:00,2026-06-23T08:00:00,3.05,-13.5,-5.9,-1.14,-4.52,-7.58,8.91,24.69
69,149,0.45,0.71,19.26,33.21,0.21,0.2,0.02,27.27,1.12,0.27,22,116.0,9.04,-3.02,2.99,2,7,27.01,-10.06,45.59,3,5,Aug_2026 (+24.69%),Feb_2026 (-13.54%),2026-01-14T20:00:00,2026-06-23T08:00:00,4.16,-13.54,-5.9,-1.14,-4.52,-7.58,8.98,24.69
69,150,2.24,3.53,21.05,32.02,0.28,0.27,0.11,27.27,1.16,0.35,22,116.1,9.13,-2.95,3.1,2,7,27.01,-10.06,45.62,3,5,Aug_2026 (+24.69%),Feb_2026 (-12.61%),2026-01-14T20:00:00,2026-06-23T08:00:00,4.16,-12.61,-5.4,-0.93,-4.59,-7.55,8.98,24.69
69,151,0.16,0.24,18.96,33.46,0.19,0.19,0.01,27.27,1.11,0.26,22,116.3,9.27,-3.12,2.97,2,7,27.01,-10.06,45.7,3,5,Aug_2026 (+24.69%),Feb_2026 (-12.96%),2026-01-14T20:00:00,2026-06-23T08:00:00,4.23,-12.96,-5.96,-2.06,-4.59,-7.55,8.98,24.69
69,152,2.37,3.73,21.18,31.92,0.28,0.28,0.12,28.57,1.16,0.37,21,122.0,9.3,-3.2,2.91,2,6,27.01,-10.06,45.75,3,5,Aug_2026 (+24.59%),Feb_2026 (-12.94%),2026-01-14T20:00:00,2026-06-23T08:00:00,4.53,-12.94,-5.96,-2.17,-4.59,-5.61,8.96,24.59
69,153,2.43,3.83,21.24,31.52,0.29,0.28,0.12,28.57,1.17,0.37,21,122.0,9.17,-3.15,2.91,2,6,27.01,-10.06,45.77,3,5,Aug_2026 (+24.59%),Feb_2026 (-12.26%),2026-01-06T23:00:00,2026-06-23T08:00:00,3.88,-12.26,-5.96,-2.22,-4.59,-5.61,8.93,24.59
69,154,2.58,4.07,21.39,31.42,0.29,0.28,0.13,28.57,1.17,0.38,21,122.1,9.18,-3.14,2.92,2,6,27.01,-10.06,45.8,3,5,Aug_2026 (+24.59%),Feb_2026 (-12.28%),2026-01-06T23:00:00,2026-06-23T08:00:00,3.76,-12.28,-5.82,-2.22,-4.39,-5.69,8.93,24.59
69,155,5.57,8.85,24.38,29.43,0.41,0.4,0.3,30.0,1.24,0.54,20,128.4,9.23,-3.18,2.9,2,6,27.01,-10.06,45.84,3,5,Aug_2026 (+24.60%),Feb_2026 (-10.06%),2026-01-06T23:00:00,2026-06-23T08:00:00,3.76,-10.06,-5.82,-1.87,-4.39,-5.69,8.93,24.6
69,156,1.27,1.99,20.08,30.96,0.24,0.23,0.06,30.0,1.14,0.32,20,128.4,8.52,-3.2,2.66,2,6,27.01,-10.06,45.84,3,5,Aug_2026 (+24.60%),Feb_2026 (-10.06%),2026-01-06T23:00:00,2026-07-02T17:00:00,3.28,-10.06,-5.82,-2.48,-4.39,-5.9,5.88,24.6
69,157,1.38,2.16,20.19,30.72,0.24,0.24,0.07,30.0,1.14,0.32,20,128.4,8.46,-3.17,2.67,2,6,26.69,-10.06,45.84,3,5,Aug_2026 (+24.30%),Feb_2026 (-10.06%),2026-01-06T23:00:00,2026-07-02T17:00:00,3.27,-10.06,-6.26,-1.66,-4.39,-5.9,5.88,24.3
69,158,3.51,5.54,22.32,29.23,0.33,0.32,0.19,30.0,1.2,0.42,20,128.6,8.58,-3.07,2.79,2,6,26.69,-10.06,45.93,4,4,Aug_2026 (+24.30%),Feb_2026 (-10.06%),2026-01-06T23:00:00,2026-07-02T17:00:00,3.27,-10.06,-6.26,0.44,-4.39,-5.9,5.84,24.3
69,159,2.8,4.41,21.61,29.72,0.3,0.29,0.15,30.0,1.18,0.39,20,128.8,8.55,-3.11,2.75,2,6,26.69,-10.06,46.0,4,4,Aug_2026 (+24.30%),Feb_2026 (-10.06%),2026-01-06T23:00:00,2026-07-02T17:00:00,3.27,-10.06,-6.26,0.1,-4.72,-5.9,5.84,24.3
69,160,3.73,5.9,22.54,29.08,0.34,0.33,0.2,31.58,1.2,0.46,19,135.6,8.47,-3.25,2.61,2,5,26.69,-9.88,46.0,4,4,Aug_2026 (+24.30%),Feb_2026 (-9.88%),2026-01-06T23:00:00,2026-07-02T17:00:00,3.27,-9.88,-6.31,0.65,-4.72,-5.7,5.84,24.3
69,161,3.34,5.27,22.14,29.34,0.32,0.32,0.18,31.58,1.2,0.43,19,135.7,8.41,-3.25,2.59,2,5,26.69,-9.88,46.05,4,4,Aug_2026 (+24.30%),Feb_2026 (-9.88%),2026-01-06T23:00:00,2026-07-02T17:00:00,3.04,-9.88,-6.31,0.51,-4.72,-5.7,5.82,24.3
69,162,1.17,1.83,19.98,30.92,0.23,0.23,0.06,31.58,1.14,0.33,19,135.8,8.43,-3.42,2.47,2,5,26.69,-9.88,46.07,4,4,Aug_2026 (+24.30%),Feb_2026 (-9.88%),2026-01-06T23:00:00,2026-07-02T17:00:00,3.04,-9.88,-9.41,1.46,-4.72,-5.55,5.96,24.3
69,163,0.89,1.4,19.7,31.11,0.22,0.22,0.04,31.58,1.13,0.31,19,135.7,8.41,-3.43,2.45,2,5,26.69,-9.88,46.05,4,4,Aug_2026 (+24.30%),Feb_2026 (-9.88%),2026-01-06T23:00:00,2026-07-02T17:00:00,2.9,-9.88,-9.41,1.54,-4.72,-5.75,5.96,24.3
69,164,1.65,2.6,20.46,30.97,0.25,0.25,0.08,31.58,1.15,0.35,19,135.9,8.49,-3.41,2.49,2,5,26.69,-9.88,46.11,4,4,Aug_2026 (+24.30%),Feb_2026 (-9.88%),2026-01-06T23:00:00,2026-07-02T17:00:00,2.9,-9.88,-8.99,1.54,-4.97,-5.75,6.56,24.3
69,165,1.79,2.81,20.59,30.88,0.26,0.25,0.09,31.58,1.15,0.36,19,135.9,8.51,-3.41,2.5,2,5,26.69,-9.88,46.12,4,4,Aug_2026 (+24.30%),Feb_2026 (-9.88%),2026-01-06T23:00:00,2026-07-02T17:00:00,2.9,-9.88,-8.99,1.67,-4.97,-5.75,6.56,24.3
69,166,2.2,3.46,21.0,30.5,0.28,0.27,0.11,31.58,1.16,0.38,19,136.1,8.55,-3.39,2.52,2,5,26.69,-9.88,46.18,4,4,Aug_2026 (+24.30%),Feb_2026 (-9.88%),2026-01-06T23:00:00,2026-07-02T17:00:00,3.32,-9.88,-8.99,1.67,-4.97,-5.61,6.39,24.3
69,167,2.02,3.18,20.83,30.62,0.27,0.26,0.1,31.58,1.16,0.37,19,136.1,8.57,-3.41,2.51,2,5,26.69,-9.88,46.16,4,4,Aug_2026 (+24.30%),Feb_2026 (-9.88%),2026-01-06T23:00:00,2026-07-02T17:00:00,3.32,-9.88,-8.98,1.7,-5.21,-5.56,6.39,24.3
69,168,2.13,3.35,20.93,30.81,0.27,0.27,0.11,26.32,1.16,0.37,19,136.2,10.25,-3.15,3.25,1,5,26.69,-9.88,46.2,4,4,Aug_2026 (+24.78%),Feb_2026 (-9.88%),2026-01-06T23:00:00,2026-07-02T17:00:00,2.8,-9.88,-8.79,1.7,-5.21,-5.56,6.39,24.78
69,169,2.13,3.35,20.93,30.81,0.27,0.27,0.11,26.32,1.16,0.37,19,136.2,10.25,-3.15,3.25,1,5,26.69,-9.88,46.2,4,4,Aug_2026 (+24.78%),Feb_2026 (-9.88%),2026-01-06T23:00:00,2026-07-02T17:00:00,2.8,-9.88,-8.79,1.7,-5.21,-5.56,6.39,24.78
69,170,3.39,5.36,22.2,30.08,0.33,0.32,0.18,26.32,1.19,0.44,19,136.2,10.27,-3.07,3.34,1,5,26.69,-9.88,46.21,4,4,Aug_2026 (+24.78%),Feb_2026 (-9.88%),2026-01-06T23:00:00,2026-07-02T17:00:00,2.81,-9.88,-8.29,2.03,-5.21,-5.39,6.58,24.78
69,171,3.57,5.64,22.38,29.96,0.33,0.32,0.19,26.32,1.2,0.45,19,136.2,10.53,-3.15,3.35,1,5,26.69,-9.88,46.2,4,4,Aug_2026 (+24.78%),Feb_2026 (-9.88%),2026-01-06T23:00:00,2026-07-02T17:00:00,2.81,-9.88,-7.68,1.63,-5.21,-6.0,7.16,24.78
69,172,3.74,5.91,22.55,29.85,0.34,0.33,0.2,26.32,1.2,0.46,19,136.2,10.52,-3.13,3.36,1,5,26.69,-9.66,46.21,4,4,Aug_2026 (+24.78%),Feb_2026 (-9.66%),2026-01-06T23:00:00,2026-07-02T17:00:00,2.81,-9.66,-7.68,1.61,-5.21,-6.05,7.16,24.78
69,173,4.17,6.6,22.98,29.56,0.36,0.35,0.22,26.32,1.21,0.48,19,136.3,10.61,-3.13,3.38,1,5,26.69,-9.66,46.25,4,4,Aug_2026 (+24.78%),Feb_2026 (-9.66%),2026-01-06T23:00:00,2026-07-02T17:00:00,2.88,-9.66,-7.37,1.84,-5.21,-6.25,7.16,24.78
69,174,3.02,4.76,21.83,30.12,0.31,0.3,0.16,26.32,1.18,0.42,19,136.4,10.5,-3.18,3.31,1,5,26.69,-9.78,46.29,4,4,Aug_2026 (+24.78%),Feb_2026 (-9.78%),2026-01-06T23:00:00,2026-07-02T17:00:00,2.88,-9.78,-7.74,1.56,-5.21,-6.25,6.83,24.78
69,175,2.89,4.56,21.7,30.21,0.31,0.3,0.15,26.32,1.18,0.42,19,136.4,10.49,-3.18,3.3,1,5,26.69,-9.78,46.29,4,4,Aug_2026 (+24.78%),Feb_2026 (-9.78%),2026-01-06T23:00:00,2026-07-02T17:00:00,2.83,-9.78,-7.74,1.48,-5.21,-6.25,6.83,24.78
69,176,2.96,4.66,21.77,30.16,0.31,0.3,0.15,26.32,1.18,0.42,19,136.6,10.54,-3.19,3.3,1,5,26.69,-9.78,46.36,4,4,Aug_2026 (+24.78%),Feb_2026 (-9.78%),2026-01-06T23:00:00,2026-07-02T17:00:00,2.83,-9.78,-7.63,1.43,-5.21,-6.25,6.83,24.78
69,177,2.62,4.13,21.43,30.21,0.29,0.29,0.14,26.32,1.17,0.4,19,136.7,10.51,-3.2,3.28,1,5,26.69,-9.78,46.38,4,4,Aug_2026 (+24.78%),Feb_2026 (-9.78%),2026-01-06T23:00:00,2026-07-02T17:00:00,2.66,-9.78,-7.63,1.43,-5.21,-6.16,6.55,24.78
69,178,2.34,3.68,21.15,30.4,0.28,0.28,0.12,26.32,1.16,0.39,19,136.7,10.44,-3.2,3.26,1,5,26.69,-9.78,46.38,4,4,Aug_2026 (+24.78%),Feb_2026 (-9.78%),2026-01-06T23:00:00,2026-07-02T17:00:00,2.66,-9.78,-7.87,1.26,-5.07,-6.16,6.55,24.78
69,179,3.5,5.52,22.3,29.96,0.33,0.32,0.18,31.58,1.19,0.45,19,136.8,8.82,-3.42,2.58,2,5,26.69,-9.78,46.41,4,4,Aug_2026 (+24.78%),Feb_2026 (-9.78%),2026-01-14T20:00:00,2026-07-02T17:00:00,3.95,-9.78,-7.87,1.26,-5.07,-6.16,6.43,24.78
69,180,2.78,4.38,21.58,30.5,0.3,0.29,0.14,31.58,1.17,0.41,19,136.8,8.88,-3.5,2.54,2,5,26.69,-9.78,46.43,4,4,Aug_2026 (+24.86%),Feb_2026 (-9.78%),2026-01-14T20:00:00,2026-07-02T17:00:00,3.95,-9.78,-7.56,1.26,-5.07,-7.19,6.43,24.86
69,181,4.07,6.44,22.88,29.78,0.35,0.34,0.22,31.58,1.2,0.48,19,136.9,8.91,-3.41,2.61,2,5,26.69,-9.78,46.45,4,4,Aug_2026 (+24.86%),Feb_2026 (-9.78%),2026-01-14T20:00:00,2026-07-02T17:00:00,4.18,-9.78,-6.63,1.29,-5.07,-7.19,6.43,24.86
69,182,3.96,6.27,22.77,29.85,0.35,0.34,0.21,31.58,1.2,0.47,19,137.0,8.89,-3.42,2.6,2,5,26.69,-9.78,46.48,4,4,Aug_2026 (+24.86%),Feb_2026 (-9.78%),2026-01-14T20:00:00,2026-07-02T17:00:00,4.18,-9.78,-6.71,1.29,-5.09,-7.19,6.43,24.86
69,183,3.03,4.77,21.83,30.58,0.31,0.3,0.16,26.32,1.18,0.42,19,136.9,10.57,-3.2,3.3,1,5,26.45,-9.78,46.46,4,4,Aug_2026 (+24.63%),Feb_2026 (-9.78%),2026-01-14T20:00:00,2026-06-23T08:00:00,2.39,-9.78,-6.24,1.3,-5.09,-7.19,6.97,24.63
69,184,1.91,3.0,20.72,31.15,0.26,0.26,0.1,26.32,1.15,0.37,19,137.1,10.57,-3.28,3.23,1,5,26.45,-9.84,46.52,4,4,Aug_2026 (+24.63%),Feb_2026 (-9.84%),2026-01-14T20:00:00,2026-06-23T08:00:00,2.32,-9.84,-6.02,1.84,-5.09,-8.61,6.76,24.63
69,185,2.24,3.52,21.05,30.99,0.28,0.27,0.11,26.32,1.16,0.39,19,137.3,10.62,-3.27,3.25,1,5,26.45,-9.84,46.57,4,4,Aug_2026 (+24.63%),Feb_2026 (-9.84%),2026-01-14T20:00:00,2026-06-23T08:00:00,2.32,-9.84,-5.91,1.97,-5.09,-8.61,6.85,24.63
69,186,2.71,4.28,21.52,31.0,0.3,0.29,0.14,26.32,1.17,0.41,19,137.3,10.62,-3.24,3.28,1,5,26.45,-9.84,46.59,4,4,Aug_2026 (+25.12%),Feb_2026 (-9.84%),2026-01-14T20:00:00,2026-06-23T08:00:00,2.41,-9.84,-5.91,1.95,-5.09,-8.61,6.85,25.12
69,187,2.94,4.64,21.75,30.85,0.31,0.3,0.15,26.32,1.18,0.42,19,137.5,10.62,-3.22,3.3,1,5,26.45,-9.84,46.64,4,4,Aug_2026 (+25.12%),Feb_2026 (-9.84%),2026-01-14T20:00:00,2026-06-23T08:00:00,2.41,-9.84,-5.92,1.95,-4.89,-8.61,6.86,25.12
69,188,2.78,4.39,21.59,30.92,0.3,0.29,0.14,26.32,1.17,0.41,19,137.6,10.61,-3.23,3.29,1,5,26.45,-9.84,46.68,4,4,Aug_2026 (+25.12%),Feb_2026 (-9.84%),2026-01-14T20:00:00,2026-06-23T08:00:00,2.35,-9.84,-5.99,1.93,-4.89,-8.61,6.86,25.12
69,189,3.36,5.3,22.17,30.54,0.32,0.32,0.17,26.32,1.19,0.44,19,137.7,10.59,-3.18,3.33,1,5,26.45,-9.84,46.73,4,4,Aug_2026 (+25.12%),Feb_2026 (-9.84%),2026-01-14T20:00:00,2026-06-23T08:00:00,2.35,-9.84,-5.57,1.74,-4.6,-8.61,6.86,25.12
69,190,3.44,5.43,22.25,30.48,0.33,0.32,0.18,26.32,1.19,0.44,19,137.7,10.55,-3.16,3.33,1,5,26.45,-9.84,46.73,4,4,Aug_2026 (+25.12%),Feb_2026 (-9.84%),2026-01-14T20:00:00,2026-06-23T08:00:00,2.35,-9.84,-5.51,2.02,-4.85,-8.61,6.86,25.12
69,191,3.31,5.22,22.12,30.77,0.32,0.31,0.17,26.32,1.19,0.44,19,137.8,10.57,-3.18,3.32,1,5,26.45,-9.84,46.77,4,4,Aug_2026 (+25.54%),Feb_2026 (-9.84%),2026-01-14T20:00:00,2026-06-23T08:00:00,2.35,-9.84,-5.38,2.2,-4.85,-9.27,6.81,25.54
69,192,3.11,4.91,21.92,30.91,0.31,0.31,0.16,26.32,1.18,0.43,19,137.9,10.53,-3.18,3.31,1,5,26.45,-9.84,46.8,4,4,Aug_2026 (+25.54%),Feb_2026 (-9.84%),2026-01-14T20:00:00,2026-06-23T08:00:00,2.37,-9.84,-5.57,2.2,-4.85,-9.27,6.81,25.54
69,193,3.85,6.08,22.66,31.0,0.34,0.33,0.2,26.32,1.2,0.46,19,138.1,10.51,-3.12,3.37,1,5,26.45,-9.84,46.86,4,4,Aug_2026 (+25.54%),Feb_2026 (-9.84%),2026-01-14T20:00:00,2026-06-23T08:00:00,2.37,-9.84,-5.69,2.2,-4.85,-9.27,7.72,25.54
69,194,3.68,5.82,22.49,31.11,0.34,0.33,0.19,26.32,1.2,0.46,19,138.3,10.5,-3.13,3.35,1,5,26.45,-9.84,46.91,4,4,Aug_2026 (+25.54%),Feb_2026 (-9.84%),2026-01-14T20:00:00,2026-06-23T08:00:00,2.58,-9.84,-5.86,2.0,-4.85,-9.27,7.72,25.54
69,195,2.45,3.86,21.26,31.75,0.29,0.28,0.12,26.32,1.17,0.4,19,138.4,10.52,-3.21,3.27,1,5,26.45,-10.72,46.95,4,4,Aug_2026 (+25.54%),Feb_2026 (-10.72%),2026-01-14T20:00:00,2026-07-02T17:00:00,2.58,-10.72,-5.72,1.99,-4.85,-9.27,7.36,25.54
69,196,2.27,3.58,21.08,32.02,0.28,0.27,0.11,26.32,1.16,0.39,19,138.5,10.48,-3.21,3.26,1,5,26.45,-10.72,46.98,4,4,Aug_2026 (+25.54%),Feb_2026 (-10.72%),2026-01-14T20:00:00,2026-07-02T17:00:00,2.81,-10.72,-6.09,1.99,-4.85,-9.27,7.36,25.54
69,197,2.53,3.99,21.34,32.3,0.29,0.28,0.12,26.32,1.17,0.4,19,138.5,10.41,-3.17,3.28,1,5,26.45,-10.72,46.98,4,4,Aug_2026 (+25.54%),Feb_2026 (-10.72%),2026-01-14T20:00:00,2026-07-02T17:00:00,2.84,-10.72,-6.22,1.64,-4.85,-9.22,8.04,25.54
69,198,0.01,0.01,18.82,33.61,0.19,0.18,0.0,25.0,1.11,0.26,20,131.8,10.51,-3.15,3.34,1,5,26.45,-10.72,47.07,4,4,Aug_2026 (+25.54%),Jun_2026 (-11.05%),2026-01-14T20:00:00,2026-07-02T17:00:00,1.91,-10.72,-6.13,1.64,-4.85,-11.05,8.44,25.54
69,199,0.24,0.38,19.05,33.5,0.2,0.19,0.01,25.0,1.12,0.28,20,132.0,10.58,-3.16,3.35,1,5,26.45,-10.72,47.16,4,4,Aug_2026 (+25.54%),Jun_2026 (-11.05%),2026-01-14T20:00:00,2026-07-02T17:00:00,1.94,-10.72,-5.8,1.45,-4.85,-11.05,8.48,25.54
69,200,0.19,0.3,19.0,33.48,0.19,0.19,0.01,23.81,1.12,0.26,21,126.0,10.64,-2.98,3.57,1,6,26.45,-10.72,47.27,4,4,Aug_2026 (+25.59%),Jun_2026 (-11.05%),2026-01-06T23:00:00,2026-07-02T17:00:00,1.37,-10.72,-5.67,1.71,-4.85,-11.05,8.57,25.59
69,201,-1.53,-2.38,17.28,34.61,0.12,0.12,-0.07,23.81,1.08,0.18,21,126.3,10.64,-3.09,3.45,1,6,26.45,-10.72,47.36,4,4,Aug_2026 (+25.59%),Jun_2026 (-11.05%),2026-01-06T23:00:00,2026-07-02T17:00:00,0.52,-10.72,-6.47,1.57,-4.73,-11.05,8.55,25.59
