Strategy,Timeframe,Fast_EMA,Slow_EMA,Method,Initial_Capital,Final_Equity,Net_PnL_USD,Total_Return_Pct,CAGR_Pct,Alpha_vs_ETH_Pct,Max_Drawdown_Pct,Max_Drawdown_USD,Avg_Drawdown_Pct,Peak_Equity_Time,MDD_Trough_Time,Max_DD_Duration_Hours,Recovery_Factor,Sharpe_Ratio,Sortino_Ratio,Calmar_Ratio,Omega_Ratio,Composite_Score,Total_Trades,Win_Rate_Pct,Loss_Rate_Pct,Profit_Factor,Expectancy_Pct,Expectancy_USD,Avg_Win_Pct,Avg_Loss_Pct,Payoff_Ratio,Max_Cons_Wins,Max_Cons_Losses,Best_Trade_Pct,Worst_Trade_Pct,Avg_Holding_Hours,Long_Trades_Count,Long_Win_Rate_Pct,Long_Net_PnL_USD,Short_Trades_Count,Short_Win_Rate_Pct,Short_Net_PnL_USD,Exposure_Pct,Total_Fees_USD,Fee_Drag_Pct,Pos_Months,Neg_Months,Best_Month,Worst_Month,M_Jan,M_Feb,M_Mar,M_Apr,M_May,M_Jun
EMA_SAR_75_130_5m,5m,75,130,Stop-and-Reverse (SAR),10000.0,9815.65,-184.35,-1.84,-3.68,45.26,37.6,5809.86,18.01,2026-02-07T04:20,2026-06-29T16:50,3451.6,-0.03,0.24,0.31,-0.1,1.0,12.3,326,26.4,73.6,0.99,0.03,-0.57,2.91,1.0,2.9,4,15,23.62,-4.6,13.3,163,25.8,-2649.86,163,27.0,2465.42,99.9,3260.0,32.6,3,3,Jan (+22.84%),May (-19.66%),22.84,15.51,-17.51,7.71,-19.66,-3.09
EMA_SAR_15_185_1h,1h,15,185,Stop-and-Reverse (SAR),10000.0,9810.44,-189.56,-1.9,-3.79,45.2,41.24,5720.31,23.36,2026-02-05T23:00,2026-04-29T09:00,3480.0,-0.03,0.19,0.26,-0.09,1.01,10.5,44,20.5,79.5,0.98,0.15,-4.31,9.33,2.21,4.22,2,10,29.52,-5.59,97.6,22,18.2,-2890.25,22,22.7,2700.68,98.9,440.0,4.4,3,3,Jan (+17.42%),Mar (-22.06%),17.42,-0.92,-22.06,-6.75,10.74,4.78
EMA_SAR_110_120_1h,1h,110,120,Stop-and-Reverse (SAR),10000.0,9804.87,-195.13,-1.95,-3.9,45.15,39.93,5296.78,19.94,2026-02-24T13:00,2026-05-13T09:00,3034.0,-0.04,0.18,0.24,-0.1,1.01,9.0,26,19.2,80.8,0.97,0.29,-7.51,15.3,3.28,4.67,1,6,34.02,-9.31,165.1,13,15.4,-2613.22,13,23.1,2418.08,98.9,260.0,2.6,2,4,Jan (+13.53%),Mar (-8.49%),13.53,-5.22,-8.49,-5.65,-2.25,7.96
EMA_SAR_85_155_1h,1h,85,155,Stop-and-Reverse (SAR),10000.0,9798.07,-201.93,-2.02,-4.03,45.08,39.42,5220.2,19.82,2026-02-24T13:00,2026-05-13T09:00,3034.0,-0.04,0.17,0.23,-0.1,1.01,9.1,26,19.2,80.8,0.97,0.29,-7.77,15.26,3.27,4.66,1,6,34.02,-9.31,165.1,13,15.4,-2625.51,13,23.1,2423.6,98.9,260.0,2.6,2,4,Jan (+13.33%),Mar (-9.93%),13.33,-5.22,-9.93,-4.55,-1.01,7.17
EMA_SAR_155_185_1h,1h,155,185,Stop-and-Reverse (SAR),10000.0,9793.61,-206.39,-2.06,-4.12,45.04,38.29,5102.09,19.23,2026-02-24T13:00,2026-05-13T09:00,3034.0,-0.04,0.17,0.23,-0.11,1.01,12.8,18,27.8,72.2,0.97,0.34,-11.47,13.0,4.53,2.87,1,4,32.46,-7.99,238.5,9,22.2,-2747.81,9,33.3,2541.43,98.9,180.0,1.8,4,2,Jan (+12.91%),Mar (-22.97%),12.91,5.21,-22.97,4.79,-2.3,4.54
EMA_SAR_120_125_1h,1h,120,125,Stop-and-Reverse (SAR),10000.0,9793.36,-206.64,-2.07,-4.12,45.03,40.74,5380.23,20.92,2026-02-24T13:00,2026-05-13T09:00,3034.0,-0.04,0.17,0.23,-0.1,1.01,8.7,24,25.0,75.0,0.97,0.3,-8.61,12.41,3.73,3.33,1,6,33.43,-9.82,178.9,12,16.7,-2655.88,12,33.3,2449.26,98.9,240.0,2.4,2,4,Jan (+12.94%),Mar (-11.55%),12.94,-5.96,-11.55,-2.51,-2.6,9.79
EMA_SAR_20_165_30m,30m,20,165,Stop-and-Reverse (SAR),10000.0,9789.65,-210.35,-2.1,-4.2,45.0,40.91,6063.65,25.48,2026-02-06T00:00,2026-03-04T07:30,3479.5,-0.03,0.2,0.27,-0.1,1.0,10.8,86,27.9,72.1,0.98,0.06,-2.45,4.54,1.67,2.72,4,11,28.76,-5.46,50.2,43,23.3,-2995.47,43,32.6,2785.15,99.4,860.0,8.6,3,3,Jan (+24.24%),Mar (-12.81%),24.24,-6.38,-12.81,-7.87,0.24,4.52
EMA_SAR_5_80_30m,30m,5,80,Stop-and-Reverse (SAR),10000.0,9787.68,-212.32,-2.12,-4.24,44.98,34.33,4970.27,18.1,2026-02-06T00:00,2026-06-02T05:00,3479.5,-0.04,0.22,0.3,-0.12,1.01,11.3,252,22.2,77.8,0.99,0.02,-0.84,3.12,0.86,3.61,3,15,19.4,-4.63,17.1,126,21.4,-2997.94,126,23.0,2785.64,99.4,2520.0,25.2,2,4,Jan (+19.30%),May (-7.85%),19.3,3.38,-6.27,-7.81,-7.85,-0.34
EMA_SAR_30_180_1h,1h,30,180,Stop-and-Reverse (SAR),10000.0,9780.3,-219.7,-2.2,-4.38,44.9,44.11,6091.56,23.99,2026-02-05T23:00,2026-05-13T09:00,3480.0,-0.04,0.18,0.24,-0.1,1.01,9.4,38,18.4,81.6,0.97,0.16,-5.78,11.76,2.46,4.79,2,10,29.48,-7.3,113.0,19,15.8,-2809.65,19,21.1,2589.95,98.9,380.0,3.8,3,3,Jan (+16.90%),Mar (-15.76%),16.9,-6.58,-15.76,-9.95,5.99,11.38
EMA_SAR_20_150_1h,1h,20,150,Stop-and-Reverse (SAR),10000.0,9779.44,-220.56,-2.21,-4.4,44.89,39.19,5425.42,21.76,2026-02-05T23:00,2026-04-29T09:00,3480.0,-0.04,0.18,0.24,-0.11,1.01,10.9,42,21.4,78.6,0.97,0.17,-5.25,9.89,2.48,3.99,2,8,30.16,-5.13,102.2,21,19.0,-2817.83,21,23.8,2597.26,98.9,420.0,4.2,3,3,Jan (+17.09%),Mar (-14.08%),17.09,-3.71,-14.08,-9.87,10.63,1.24
EMA_SAR_160_185_1h,1h,160,185,Stop-and-Reverse (SAR),10000.0,9779.19,-220.81,-2.21,-4.4,44.89,39.2,5248.6,20.03,2026-02-24T13:00,2026-05-13T09:00,3034.0,-0.04,0.17,0.23,-0.11,1.01,12.4,18,27.8,72.2,0.96,0.33,-12.27,13.23,4.63,2.86,1,4,31.9,-7.51,238.5,9,22.2,-2779.73,9,33.3,2558.93,98.9,180.0,1.8,4,2,Jan (+13.56%),Mar (-21.68%),13.56,2.12,-21.68,3.95,-1.77,5.44
EMA_SAR_35_105_30m,30m,35,105,Stop-and-Reverse (SAR),10000.0,9774.58,-225.42,-2.25,-4.49,44.85,45.56,7259.43,28.73,2026-02-06T00:00,2026-03-04T12:00,3479.5,-0.03,0.2,0.27,-0.1,1.0,9.3,82,34.1,65.9,0.98,0.07,-2.75,4.12,2.03,2.03,5,9,29.14,-6.33,52.7,41,31.7,-3071.51,41,36.6,2846.13,99.4,820.0,8.2,3,3,Jan (+33.56%),Mar (-11.96%),33.56,-11.18,-11.96,-11.68,0.89,5.04
EMA_SAR_115_130_1h,1h,115,130,Stop-and-Reverse (SAR),10000.0,9770.61,-229.39,-2.29,-4.57,44.81,40.97,5420.27,21.06,2026-02-24T13:00,2026-05-13T09:00,3034.0,-0.04,0.16,0.22,-0.11,1.01,8.5,24,25.0,75.0,0.97,0.29,-9.56,12.4,3.74,3.32,1,6,33.43,-9.82,178.9,12,16.7,-2666.92,12,33.3,2437.52,98.9,240.0,2.4,2,4,Jan (+13.13%),Mar (-11.90%),13.13,-5.96,-11.9,-2.51,-2.6,9.79
EMA_SAR_40_75_30m,30m,40,75,Stop-and-Reverse (SAR),10000.0,9765.99,-234.01,-2.34,-4.66,44.76,44.64,7028.2,26.95,2026-02-06T00:00,2026-05-27T08:00,3479.5,-0.03,0.2,0.27,-0.1,1.0,7.9,94,31.9,68.1,0.98,0.07,-2.49,4.1,1.82,2.25,3,9,30.1,-5.84,45.9,47,29.8,-2875.2,47,34.0,2641.25,99.4,940.0,9.4,2,4,Jan (+32.01%),Apr (-15.96%),32.01,-3.46,-14.49,-15.96,-2.96,9.89
EMA_SAR_145_200_1h,1h,145,200,Stop-and-Reverse (SAR),10000.0,9764.68,-235.32,-2.35,-4.69,44.75,39.0,5195.78,19.8,2026-02-24T13:00,2026-05-13T09:00,3034.0,-0.05,0.16,0.22,-0.12,1.01,12.4,18,27.8,72.2,0.96,0.32,-13.07,13.13,4.6,2.85,1,4,32.32,-7.51,238.5,9,22.2,-2752.09,9,33.3,2516.78,98.9,180.0,1.8,4,2,Jan (+12.91%),Mar (-22.22%),12.91,3.67,-22.22,3.95,-2.14,5.44
EMA_SAR_160_200_1h,1h,160,200,Stop-and-Reverse (SAR),10000.0,9759.36,-240.64,-2.41,-4.79,44.69,37.58,5000.4,19.21,2026-02-24T13:00,2026-05-13T09:00,3034.0,-0.05,0.16,0.22,-0.13,1.01,12.8,20,25.0,75.0,0.96,0.28,-12.03,13.27,4.05,3.28,1,4,32.03,-6.12,214.7,10,20.0,-2798.42,10,30.0,2557.8,98.9,200.0,2.0,4,2,Jan (+12.72%),Mar (-21.86%),12.72,3.8,-21.86,4.94,-1.2,2.95
EMA_SAR_10_200_30m,30m,10,200,Stop-and-Reverse (SAR),10000.0,9752.84,-247.16,-2.47,-4.92,44.63,38.42,5844.09,21.99,2026-02-06T00:00,2026-06-23T01:00,3479.5,-0.04,0.19,0.25,-0.13,1.0,11.3,104,26.0,74.0,0.98,0.05,-2.38,4.2,1.41,2.99,3,9,28.44,-4.63,41.5,52,19.2,-3092.78,52,32.7,2845.56,99.4,1040.0,10.4,3,3,Jan (+27.60%),Mar (-19.45%),27.6,3.11,-19.45,-3.89,0.51,-4.74
EMA_SAR_95_135_1h,1h,95,135,Stop-and-Reverse (SAR),10000.0,9753.14,-246.86,-2.47,-4.92,44.63,41.76,5650.15,21.02,2026-02-24T13:00,2026-05-13T09:00,3034.0,-0.04,0.15,0.21,-0.12,1.01,8.1,26,19.2,80.8,0.97,0.29,-9.49,15.47,3.33,4.65,1,6,35.15,-9.31,165.1,13,15.4,-2621.1,13,23.1,2374.24,98.9,260.0,2.6,2,4,Jan (+16.27%),Mar (-11.51%),16.27,-5.47,-11.51,-6.03,-1.72,8.59
EMA_SAR_35_70_30m,30m,35,70,Stop-and-Reverse (SAR),10000.0,9753.09,-246.91,-2.47,-4.92,44.63,48.68,7837.98,27.65,2026-02-06T00:00,2026-05-27T08:00,3479.5,-0.03,0.19,0.26,-0.1,1.0,6.6,104,29.8,70.2,0.98,0.06,-2.37,4.09,1.65,2.48,3,12,29.73,-6.57,41.5,52,26.9,-2829.41,52,32.7,2582.53,99.4,1040.0,10.4,2,4,Jan (+35.03%),Apr (-24.95%),35.03,-3.3,-8.53,-24.95,-4.7,14.18
EMA_SAR_95_130_1h,1h,95,130,Stop-and-Reverse (SAR),10000.0,9749.81,-250.19,-2.5,-4.98,44.6,40.93,5552.79,20.62,2026-02-24T13:00,2026-05-13T09:00,3034.0,-0.05,0.15,0.21,-0.12,1.01,8.3,26,19.2,80.8,0.97,0.29,-9.62,15.52,3.34,4.65,1,6,35.22,-9.26,165.1,13,15.4,-2639.28,13,23.1,2389.1,98.9,260.0,2.6,2,4,Jan (+16.59%),Mar (-11.36%),16.59,-5.39,-11.36,-5.45,-1.2,6.75
EMA_SAR_20_120_1h,1h,20,120,Stop-and-Reverse (SAR),10000.0,9749.33,-250.67,-2.51,-4.99,44.59,41.5,5686.88,23.35,2026-02-05T23:00,2026-04-29T09:00,3480.0,-0.04,0.17,0.24,-0.12,1.01,10.1,48,31.2,68.8,0.97,0.12,-5.22,6.15,2.63,2.34,2,10,29.97,-5.55,89.4,24,25.0,-2958.59,24,37.5,2707.91,98.9,480.0,4.8,3,3,Jan (+15.82%),Mar (-14.51%),15.82,-5.72,-14.51,-10.94,8.39,8.18
EMA_SAR_185_200_1h,1h,185,200,Stop-and-Reverse (SAR),10000.0,9745.47,-254.53,-2.55,-5.07,44.55,34.73,4652.32,15.68,2026-03-17T01:00,2026-05-13T09:00,2542.0,-0.05,0.15,0.2,-0.15,1.0,10.1,20,25.0,75.0,0.96,0.26,-12.73,12.81,3.93,3.26,1,6,31.69,-5.72,214.7,10,20.0,-2793.43,10,30.0,2538.9,98.9,200.0,2.0,2,4,Feb (+14.08%),Mar (-18.80%),10.58,14.08,-18.8,-0.91,-1.63,-2.4
EMA_SAR_35_60_30m,30m,35,60,Stop-and-Reverse (SAR),10000.0,9743.7,-256.3,-2.56,-5.1,44.54,49.06,8038.34,27.15,2026-02-06T00:00,2026-05-27T08:00,3479.5,-0.03,0.19,0.26,-0.1,1.0,8.1,110,32.7,67.3,0.98,0.06,-2.33,3.52,1.63,2.16,3,7,30.22,-6.23,39.3,55,29.1,-2860.69,55,36.4,2604.33,99.4,1100.0,11.0,3,3,Jan (+37.36%),Apr (-25.04%),37.36,1.45,-14.37,-25.04,-4.79,14.43
EMA_SAR_130_195_1h,1h,130,195,Stop-and-Reverse (SAR),10000.0,9742.02,-257.98,-2.58,-5.14,44.52,39.34,5249.84,20.06,2026-02-24T13:00,2026-05-13T09:00,3034.0,-0.05,0.15,0.21,-0.13,1.01,12.2,18,27.8,72.2,0.96,0.31,-14.33,13.38,4.71,2.84,1,4,32.25,-7.42,238.5,9,22.2,-2777.51,9,33.3,2519.53,98.9,180.0,1.8,4,2,Jan (+13.11%),Mar (-21.80%),13.11,3.17,-21.8,5.18,-3.9,5.61
EMA_SAR_30_100_30m,30m,30,100,Stop-and-Reverse (SAR),10000.0,9742.18,-257.82,-2.58,-5.13,44.52,43.96,6998.16,26.78,2026-02-06T00:00,2026-05-27T08:00,3479.5,-0.04,0.19,0.25,-0.12,1.0,8.0,88,33.0,67.0,0.98,0.07,-2.93,4.05,1.89,2.14,3,9,29.54,-5.67,49.1,44,29.5,-2986.77,44,36.4,2728.93,99.4,880.0,8.8,2,4,Jan (+33.47%),Mar (-15.75%),33.47,-3.36,-15.75,-14.29,-1.53,6.22
EMA_SAR_50_185_1h,1h,50,185,Stop-and-Reverse (SAR),10000.0,9742.14,-257.86,-2.58,-5.13,44.52,43.29,6141.86,23.19,2026-02-24T13:00,2026-05-13T09:00,3034.0,-0.04,0.15,0.2,-0.12,1.01,9.3,28,21.4,78.6,0.97,0.26,-9.21,13.13,3.25,4.04,2,6,34.62,-10.48,153.3,14,21.4,-2795.54,14,21.4,2537.67,98.9,280.0,2.8,3,3,Jan (+22.06%),Mar (-18.11%),22.06,-7.29,-18.11,-1.9,0.86,6.26
EMA_SAR_5_135_30m,30m,5,135,Stop-and-Reverse (SAR),10000.0,9738.47,-261.53,-2.62,-5.2,44.48,36.47,5543.45,19.0,2026-02-06T00:00,2026-06-30T09:30,3479.5,-0.05,0.18,0.25,-0.14,1.0,10.2,170,26.5,73.5,0.98,0.03,-1.54,3.17,1.1,2.89,3,17,30.06,-4.63,25.4,85,23.5,-3013.91,85,29.4,2752.4,99.4,1700.0,17.0,2,4,Jan (+27.47%),May (-10.98%),27.47,0.47,-7.98,-1.89,-10.98,-5.39
EMA_SAR_190_195_1h,1h,190,195,Stop-and-Reverse (SAR),10000.0,9738.23,-261.77,-2.62,-5.21,44.48,34.78,4658.82,15.7,2026-03-17T01:00,2026-05-13T09:00,2542.0,-0.06,0.15,0.2,-0.15,1.0,10.1,20,25.0,75.0,0.96,0.25,-13.09,12.81,3.93,3.26,1,6,31.69,-5.72,214.7,10,20.0,-2795.75,10,30.0,2533.99,98.9,200.0,2.0,2,4,Feb (+14.08%),Mar (-18.80%),10.58,14.08,-18.8,-0.99,-1.63,-2.4
EMA_SAR_20_105_1h,1h,20,105,Stop-and-Reverse (SAR),10000.0,9736.57,-263.43,-2.63,-5.24,44.47,40.03,5600.47,24.24,2026-02-05T23:00,2026-04-29T09:00,3480.0,-0.05,0.17,0.24,-0.13,1.01,10.6,54,29.6,70.4,0.97,0.09,-4.88,5.75,2.29,2.5,2,10,28.13,-5.55,79.5,27,25.9,-3137.65,27,33.3,2874.26,98.9,540.0,5.4,3,3,Jan (+18.24%),Mar (-10.30%),18.24,-9.86,-10.3,-8.98,3.95,7.65
EMA_SAR_40_195_5m,5m,40,195,Stop-and-Reverse (SAR),10000.0,9736.3,-263.7,-2.64,-5.25,44.46,42.36,6901.98,20.19,2026-02-06T00:15,2026-06-02T06:30,3479.7,-0.04,0.21,0.28,-0.12,1.0,8.8,358,24.0,76.0,0.99,0.02,-0.74,2.87,0.88,3.27,3,14,23.29,-4.44,12.1,179,25.1,-2757.18,179,22.9,2493.38,99.9,3580.0,35.8,2,4,Jan (+31.87%),May (-20.91%),31.87,11.81,-14.83,-1.77,-20.91,-0.19
EMA_SAR_35_55_30m,30m,35,55,Stop-and-Reverse (SAR),10000.0,9734.1,-265.9,-2.66,-5.29,44.44,49.71,8243.32,27.94,2026-02-06T00:00,2026-05-27T08:00,3479.5,-0.03,0.19,0.25,-0.11,1.0,6.2,114,33.3,66.7,0.98,0.05,-2.33,3.41,1.62,2.1,3,10,30.47,-6.47,37.9,57,28.1,-2893.71,57,38.6,2627.8,99.4,1140.0,11.4,2,4,Jan (+39.09%),Apr (-23.42%),39.09,-0.34,-15.3,-23.42,-4.91,13.84
EMA_SAR_10_180_30m,30m,10,180,Stop-and-Reverse (SAR),10000.0,9733.5,-266.5,-2.67,-5.3,44.43,40.12,6174.56,25.12,2026-02-06T00:00,2026-04-07T20:30,3479.5,-0.04,0.18,0.25,-0.13,1.0,9.0,108,26.9,73.1,0.98,0.04,-2.47,4.03,1.42,2.84,4,11,28.73,-4.63,40.0,54,18.5,-3165.31,54,35.2,2898.84,99.4,1080.0,10.8,2,4,Jan (+29.10%),Mar (-21.01%),29.1,-4.43,-21.01,0.71,-0.05,-0.79
EMA_SAR_135_195_1h,1h,135,195,Stop-and-Reverse (SAR),10000.0,9732.52,-267.48,-2.67,-5.32,44.43,39.9,5304.68,20.25,2026-02-24T13:00,2026-05-13T09:00,3034.0,-0.05,0.15,0.2,-0.13,1.01,12.0,18,27.8,72.2,0.96,0.31,-14.86,13.35,4.71,2.84,1,4,32.07,-6.74,238.5,9,22.2,-2758.78,9,33.3,2491.3,98.9,180.0,1.8,4,2,Jan (+12.61%),Mar (-22.45%),12.61,3.77,-22.45,4.87,-4.19,6.89
EMA_SAR_100_125_1h,1h,100,125,Stop-and-Reverse (SAR),10000.0,9730.79,-269.21,-2.69,-5.36,44.41,41.34,5613.4,20.8,2026-02-24T13:00,2026-05-13T09:00,3034.0,-0.05,0.14,0.19,-0.13,1.0,8.1,26,19.2,80.8,0.96,0.28,-10.35,15.43,3.33,4.63,1,6,35.19,-9.26,165.1,13,15.4,-2644.04,13,23.1,2374.82,98.9,260.0,2.6,2,4,Jan (+16.67%),Mar (-11.56%),16.67,-5.38,-11.56,-5.4,-1.72,7.21
EMA_SAR_165_180_1h,1h,165,180,Stop-and-Reverse (SAR),10000.0,9728.67,-271.33,-2.71,-5.4,44.39,39.2,5248.6,20.06,2026-02-24T13:00,2026-05-13T09:00,3034.0,-0.05,0.15,0.2,-0.14,1.0,12.1,18,27.8,72.2,0.96,0.3,-15.07,13.18,4.65,2.83,1,4,31.9,-7.8,238.5,9,22.2,-2807.3,9,33.3,2535.98,98.9,180.0,1.8,4,2,Jan (+13.56%),Mar (-21.68%),13.56,2.12,-21.68,3.95,-1.77,4.89
EMA_SAR_170_175_1h,1h,170,175,Stop-and-Reverse (SAR),10000.0,9728.67,-271.33,-2.71,-5.4,44.39,39.2,5248.6,20.06,2026-02-24T13:00,2026-05-13T09:00,3034.0,-0.05,0.15,0.2,-0.14,1.0,12.1,18,27.8,72.2,0.96,0.3,-15.07,13.18,4.65,2.83,1,4,31.9,-7.8,238.5,9,22.2,-2807.3,9,33.3,2535.98,98.9,180.0,1.8,4,2,Jan (+13.56%),Mar (-21.68%),13.56,2.12,-21.68,3.95,-1.77,4.89
EMA_SAR_85_160_1h,1h,85,160,Stop-and-Reverse (SAR),10000.0,9727.65,-272.35,-2.72,-5.42,44.38,40.49,5356.74,20.75,2026-02-24T13:00,2026-05-13T09:00,3034.0,-0.05,0.15,0.19,-0.13,1.0,8.4,26,19.2,80.8,0.96,0.26,-10.47,15.14,3.28,4.62,1,6,33.36,-10.69,165.1,13,15.4,-2683.96,13,23.1,2411.63,98.9,260.0,2.6,2,4,Jan (+13.21%),Mar (-9.49%),13.21,-7.68,-9.49,-4.19,-1.02,8.43
EMA_SAR_35_80_30m,30m,35,80,Stop-and-Reverse (SAR),10000.0,9720.82,-279.18,-2.79,-5.55,44.31,44.82,7080.15,26.29,2026-02-06T00:00,2026-05-27T08:00,3479.5,-0.04,0.18,0.24,-0.12,1.0,7.6,94,33.0,67.0,0.98,0.06,-2.97,3.95,1.85,2.14,3,8,30.93,-5.84,45.9,47,31.9,-2838.81,47,34.0,2559.64,99.4,940.0,9.4,2,4,Jan (+32.55%),Apr (-18.46%),32.55,-2.05,-12.36,-18.46,-3.89,9.01
EMA_SAR_45_75_30m,30m,45,75,Stop-and-Reverse (SAR),10000.0,9720.0,-280.0,-2.8,-5.57,44.3,43.09,6891.3,26.02,2026-02-06T00:00,2026-05-27T08:00,3479.5,-0.04,0.18,0.24,-0.13,1.0,8.1,88,31.8,68.2,0.98,0.07,-3.18,4.38,1.95,2.25,3,8,29.46,-6.33,49.1,44,27.3,-2950.76,44,36.4,2670.74,99.4,880.0,8.8,2,4,Jan (+34.04%),Apr (-18.45%),34.04,-2.23,-12.56,-18.45,-0.6,4.64
EMA_SAR_50_90_30m,30m,50,90,Stop-and-Reverse (SAR),10000.0,9713.61,-286.39,-2.86,-5.69,44.24,43.39,6641.79,27.05,2026-02-06T00:00,2026-05-27T08:00,3479.5,-0.04,0.18,0.24,-0.13,1.0,8.0,78,33.3,66.7,0.97,0.06,-3.67,4.18,2.0,2.09,2,8,29.94,-5.55,55.4,39,23.1,-2914.56,39,43.6,2628.18,99.4,780.0,7.8,2,4,Jan (+28.06%),Apr (-14.71%),28.06,-9.54,-8.42,-14.71,-2.34,9.93
EMA_SAR_45_80_30m,30m,45,80,Stop-and-Reverse (SAR),10000.0,9705.91,-294.09,-2.94,-5.84,44.16,42.16,6538.83,26.03,2026-02-06T00:00,2026-05-27T08:00,3479.5,-0.04,0.18,0.24,-0.14,1.0,10.0,84,34.5,65.5,0.98,0.06,-3.5,4.04,2.03,1.99,4,8,28.66,-6.33,51.4,42,31.0,-2938.81,42,38.1,2644.72,99.4,840.0,8.4,3,3,Jan (+29.93%),Apr (-17.53%),29.93,-5.0,-10.1,-17.53,0.07,5.99
EMA_SAR_20_170_30m,30m,20,170,Stop-and-Reverse (SAR),10000.0,9704.55,-295.45,-2.95,-5.87,44.15,40.72,6023.93,25.58,2026-02-06T00:00,2026-03-09T23:30,3479.5,-0.05,0.17,0.23,-0.14,1.0,10.3,84,28.6,71.4,0.97,0.06,-3.52,4.46,1.71,2.61,4,11,29.17,-5.46,51.4,42,23.8,-3038.85,42,33.3,2743.36,99.4,840.0,8.4,3,3,Jan (+23.99%),Mar (-16.14%),23.99,-4.02,-16.14,-7.19,1.3,3.43
EMA_SAR_20_125_30m,30m,20,125,Stop-and-Reverse (SAR),10000.0,9702.15,-297.85,-2.98,-5.92,44.12,44.55,7197.79,27.87,2026-02-06T00:00,2026-05-27T08:00,3479.5,-0.04,0.17,0.23,-0.13,1.0,7.6,96,29.2,70.8,0.98,0.05,-3.1,4.25,1.68,2.54,3,9,29.54,-5.67,45.0,48,25.0,-3093.24,48,33.3,2795.36,99.4,960.0,9.6,2,4,Jan (+35.51%),Mar (-13.11%),35.51,-10.58,-13.11,-3.77,-9.43,5.72
EMA_SAR_15_110_1h,1h,15,110,Stop-and-Reverse (SAR),10000.0,9702.11,-297.89,-2.98,-5.92,44.12,41.32,6142.42,25.64,2026-02-05T23:00,2026-05-13T09:00,3480.0,-0.05,0.16,0.22,-0.14,1.01,10.0,68,26.5,73.5,0.97,0.06,-4.38,5.28,1.82,2.91,2,16,27.96,-5.55,63.1,34,20.6,-3271.49,34,32.4,2973.59,98.9,680.0,6.8,3,3,Jan (+25.59%),Mar (-16.23%),25.59,-7.37,-16.23,-7.03,0.96,6.06
EMA_SAR_60_75_30m,30m,60,75,Stop-and-Reverse (SAR),10000.0,9691.66,-308.34,-3.08,-6.12,44.02,42.03,6483.22,26.41,2026-02-06T00:00,2026-05-27T08:00,3479.5,-0.05,0.17,0.23,-0.15,1.0,8.3,74,32.4,67.6,0.97,0.06,-4.17,4.51,2.07,2.18,2,7,30.21,-6.35,58.4,37,24.3,-2966.43,37,40.5,2658.09,99.4,740.0,7.4,2,4,Jan (+29.04%),Apr (-13.70%),29.04,-7.84,-9.55,-13.7,-2.16,6.71
EMA_SAR_25_120_1h,1h,25,120,Stop-and-Reverse (SAR),10000.0,9691.47,-308.53,-3.09,-6.13,44.01,40.81,5380.61,23.74,2026-02-05T23:00,2026-04-29T09:00,3480.0,-0.06,0.15,0.21,-0.15,1.01,10.0,48,29.2,70.8,0.96,0.09,-6.43,6.28,2.45,2.56,2,10,28.48,-5.59,89.4,24,29.2,-2950.22,24,29.2,2641.68,98.9,480.0,4.8,3,3,Jun (+11.02%),Mar (-13.12%),10.82,-9.34,-13.12,-7.26,7.84,11.02
EMA_SAR_185_190_1h,1h,185,190,Stop-and-Reverse (SAR),10000.0,9688.87,-311.13,-3.11,-6.18,43.99,33.65,4437.38,15.81,2026-03-17T01:00,2026-05-13T09:00,2542.0,-0.07,0.13,0.17,-0.18,1.0,11.8,22,22.7,77.3,0.95,0.2,-14.14,12.62,3.46,3.65,1,5,30.97,-6.25,195.1,11,18.2,-2854.77,11,27.3,2543.65,98.9,220.0,2.2,3,3,Feb (+14.24%),Mar (-22.12%),9.3,14.24,-22.12,4.77,-1.92,-3.05
EMA_SAR_180_195_1h,1h,180,195,Stop-and-Reverse (SAR),10000.0,9688.87,-311.13,-3.11,-6.18,43.99,33.65,4437.38,15.81,2026-03-17T01:00,2026-05-13T09:00,2542.0,-0.07,0.13,0.17,-0.18,1.0,11.8,22,22.7,77.3,0.95,0.2,-14.14,12.62,3.46,3.65,1,5,30.97,-6.25,195.1,11,18.2,-2854.77,11,27.3,2543.65,98.9,220.0,2.2,3,3,Feb (+14.24%),Mar (-22.12%),9.3,14.24,-22.12,4.77,-1.92,-3.05
EMA_SAR_25_35_1h,1h,25,35,Stop-and-Reverse (SAR),10000.0,9685.51,-314.49,-3.14,-6.24,43.96,41.98,6283.84,24.89,2026-02-05T23:00,2026-05-27T08:00,3480.0,-0.05,0.16,0.22,-0.15,1.01,8.2,86,32.6,67.4,0.97,0.06,-3.66,4.18,1.92,2.17,3,8,29.21,-7.37,49.9,43,27.9,-3029.55,43,37.2,2715.03,98.9,860.0,8.6,2,4,Jan (+26.59%),Apr (-20.80%),26.59,-1.95,-9.13,-20.8,-1.69,10.28
