Strategy,Timeframe,Fast_EMA,Slow_EMA,Method,Initial_Capital,Final_Equity,Net_PnL_USD,Total_Return_Pct,CAGR_Pct,Alpha_vs_ETH_Pct,Max_Drawdown_Pct,Max_Drawdown_USD,Avg_Drawdown_Pct,Peak_Equity_Time,MDD_Trough_Time,Max_DD_Duration_Hours,Recovery_Factor,Sharpe_Ratio,Sortino_Ratio,Calmar_Ratio,Omega_Ratio,Composite_Score,Total_Trades,Win_Rate_Pct,Loss_Rate_Pct,Profit_Factor,Expectancy_Pct,Expectancy_USD,Avg_Win_Pct,Avg_Loss_Pct,Payoff_Ratio,Max_Cons_Wins,Max_Cons_Losses,Best_Trade_Pct,Worst_Trade_Pct,Avg_Holding_Hours,Long_Trades_Count,Long_Win_Rate_Pct,Long_Net_PnL_USD,Short_Trades_Count,Short_Win_Rate_Pct,Short_Net_PnL_USD,Exposure_Pct,Total_Fees_USD,Fee_Drag_Pct,Pos_Months,Neg_Months,Best_Month,Worst_Month,M_Jan,M_Feb,M_Mar,M_Apr,M_May,M_Jun
EMA_SAR_40_190_1h,1h,40,190,Stop-and-Reverse (SAR),10000.0,8729.02,-1270.98,-12.71,-23.98,34.39,46.04,6161.54,26.19,2026-02-05T23:00,2026-05-13T09:00,3480.0,-0.21,-0.26,-0.35,-0.52,0.99,6.2,40,17.5,82.5,0.84,-0.12,-31.77,11.42,2.57,4.44,2,8,29.26,-8.68,107.3,20,15.0,-3238.28,20,20.0,1967.31,98.9,400.0,4.0,3,3,Jan (+13.35%),Mar (-16.93%),13.35,-9.78,-16.93,-5.54,2.47,6.17
EMA_SAR_20_125_1h,1h,20,125,Stop-and-Reverse (SAR),10000.0,8717.75,-1282.25,-12.82,-24.18,34.28,44.61,6047.39,25.84,2026-02-05T23:00,2026-04-29T09:00,3480.0,-0.21,-0.25,-0.33,-0.54,0.99,6.6,52,25.0,75.0,0.86,-0.1,-24.66,7.14,2.52,2.83,2,10,29.97,-5.31,82.6,26,19.2,-3363.15,26,30.8,2080.85,98.9,520.0,5.2,3,3,Jan (+14.59%),Mar (-18.11%),14.59,-7.53,-18.11,-10.23,8.41,3.25
EMA_SAR_15_195_30m,30m,15,195,Stop-and-Reverse (SAR),10000.0,8713.37,-1286.63,-12.87,-24.25,34.23,43.57,6474.99,27.45,2026-02-06T00:00,2026-06-23T01:00,3479.5,-0.2,-0.22,-0.3,-0.56,0.99,3.6,92,27.2,72.8,0.89,-0.07,-13.98,4.24,1.67,2.54,3,10,28.4,-5.46,46.9,46,19.6,-3402.8,46,34.8,2116.19,99.4,920.0,9.2,1,5,Jan (+24.65%),Mar (-19.51%),24.65,-3.46,-19.51,-8.81,-0.35,-1.0
EMA_SAR_125_135_1h,1h,125,135,Stop-and-Reverse (SAR),10000.0,8710.68,-1289.32,-12.89,-24.3,34.21,43.58,5763.07,23.06,2026-02-24T13:00,2026-05-13T09:00,3034.0,-0.22,-0.29,-0.39,-0.56,0.99,5.3,24,20.8,79.2,0.82,-0.2,-53.72,13.67,3.85,3.55,1,6,33.76,-9.26,178.9,12,16.7,-3164.33,12,25.0,1875.01,98.9,240.0,2.4,2,4,Jan (+13.04%),Mar (-14.58%),13.04,-5.07,-14.58,-6.77,-0.57,2.51
EMA_SAR_120_140_1h,1h,120,140,Stop-and-Reverse (SAR),10000.0,8710.68,-1289.32,-12.89,-24.3,34.21,43.58,5763.07,23.06,2026-02-24T13:00,2026-05-13T09:00,3034.0,-0.22,-0.29,-0.39,-0.56,0.99,5.3,24,20.8,79.2,0.82,-0.2,-53.72,13.67,3.85,3.55,1,6,33.76,-9.26,178.9,12,16.7,-3164.33,12,25.0,1875.01,98.9,240.0,2.4,2,4,Jan (+13.04%),Mar (-14.58%),13.04,-5.07,-14.58,-6.77,-0.57,2.51
EMA_SAR_20_135_1h,1h,20,135,Stop-and-Reverse (SAR),10000.0,8708.51,-1291.49,-12.91,-24.34,34.19,44.48,6109.96,25.46,2026-02-05T23:00,2026-04-29T09:00,3480.0,-0.21,-0.25,-0.34,-0.55,0.99,6.7,54,20.4,79.6,0.86,-0.11,-23.92,8.05,2.2,3.67,2,12,29.77,-5.13,79.5,27,18.5,-3405.19,27,22.2,2113.7,98.9,540.0,5.4,3,3,Jan (+16.04%),Mar (-16.48%),16.04,-6.91,-16.48,-12.31,9.69,0.35
EMA_SAR_115_145_1h,1h,115,145,Stop-and-Reverse (SAR),10000.0,8709.48,-1290.52,-12.91,-24.32,34.19,43.46,5733.23,23.01,2026-02-24T13:00,2026-05-13T09:00,3034.0,-0.23,-0.29,-0.39,-0.56,0.99,5.3,24,20.8,79.2,0.82,-0.2,-53.77,13.75,3.87,3.55,1,6,33.76,-9.26,178.9,12,16.7,-3161.13,12,25.0,1870.62,98.9,240.0,2.4,2,4,Jan (+12.78%),Mar (-14.54%),12.78,-5.07,-14.54,-6.11,-1.09,2.51
EMA_SAR_50_200_1h,1h,50,200,Stop-and-Reverse (SAR),10000.0,8707.84,-1292.16,-12.92,-24.35,34.18,43.75,5845.5,24.38,2026-02-24T13:00,2026-05-13T09:00,3034.0,-0.22,-0.3,-0.39,-0.56,0.99,6.9,34,17.6,82.4,0.84,-0.1,-38.0,13.3,2.98,4.47,2,6,35.5,-10.54,126.3,17,17.6,-3102.69,17,17.6,1810.52,98.9,340.0,3.4,3,3,Jan (+14.99%),Mar (-18.57%),14.99,-8.18,-18.57,-2.39,2.07,1.67
EMA_SAR_130_155_30m,30m,130,155,Stop-and-Reverse (SAR),10000.0,8704.46,-1295.54,-12.96,-24.41,34.14,52.86,7369.16,30.81,2026-02-06T00:00,2026-05-13T09:30,3479.5,-0.18,-0.24,-0.31,-0.46,0.99,5.0,36,27.8,72.2,0.85,-0.12,-35.99,8.6,3.48,2.47,2,10,27.58,-10.44,120.0,18,27.8,-3035.03,18,27.8,1739.5,99.4,360.0,3.6,3,3,Jun (+16.20%),Feb (-18.04%),15.6,-18.04,-15.1,-9.31,2.69,16.2
EMA_SAR_25_145_1h,1h,25,145,Stop-and-Reverse (SAR),10000.0,8702.6,-1297.4,-12.97,-24.44,34.13,43.24,5889.09,25.62,2026-02-05T23:00,2026-05-13T09:00,3480.0,-0.22,-0.26,-0.35,-0.57,0.99,5.4,42,19.0,81.0,0.85,-0.11,-30.89,10.65,2.64,4.03,2,8,29.99,-5.79,102.2,21,19.0,-3232.62,21,19.0,1935.23,98.9,420.0,4.2,2,4,Jan (+15.13%),Mar (-19.83%),15.13,-7.83,-19.83,-5.47,9.3,-1.0
EMA_SAR_20_165_1h,1h,20,165,Stop-and-Reverse (SAR),10000.0,8698.84,-1301.16,-13.01,-24.51,34.09,44.46,6000.38,25.84,2026-02-05T23:00,2026-04-29T09:00,3480.0,-0.22,-0.27,-0.36,-0.55,0.99,6.7,44,20.5,79.5,0.85,-0.11,-29.57,9.52,2.58,3.68,2,9,29.16,-6.21,97.6,22,18.2,-3247.27,22,22.7,1946.11,98.9,440.0,4.4,3,3,Jan (+14.15%),Mar (-17.84%),14.15,-7.8,-17.84,-10.07,11.0,0.78
EMA_SAR_60_145_5m,5m,60,145,Stop-and-Reverse (SAR),10000.0,8695.58,-1304.42,-13.04,-24.56,34.06,43.03,6468.69,20.62,2026-02-07T04:20,2026-06-30T03:15,3451.6,-0.2,-0.17,-0.22,-0.57,1.0,7.1,352,25.0,75.0,0.95,-0.01,-3.71,2.82,0.95,2.96,3,15,23.63,-4.6,12.3,176,23.9,-3046.68,176,26.1,1742.19,99.9,3520.0,35.2,3,3,Jan (+18.04%),May (-20.28%),18.04,17.28,-20.13,4.43,-20.28,-5.53
EMA_SAR_100_180_30m,30m,100,180,Stop-and-Reverse (SAR),10000.0,8689.95,-1310.05,-13.1,-24.66,34.0,52.83,7408.62,30.32,2026-02-06T00:00,2026-05-13T09:30,3479.5,-0.18,-0.24,-0.32,-0.47,0.99,5.0,40,27.5,72.5,0.85,-0.16,-32.75,7.56,3.08,2.45,2,10,27.44,-9.56,108.0,20,30.0,-3166.56,20,25.0,1856.51,99.4,400.0,4.0,3,3,Jun (+18.09%),Mar (-15.30%),16.22,-15.01,-15.3,-12.89,0.97,18.09
EMA_SAR_35_185_30m,30m,35,185,Stop-and-Reverse (SAR),10000.0,8685.75,-1314.25,-13.14,-24.74,33.96,50.63,7787.02,32.87,2026-02-06T00:00,2026-05-13T09:30,3479.5,-0.17,-0.23,-0.31,-0.49,0.99,5.0,66,25.8,74.2,0.87,-0.1,-19.91,5.47,2.03,2.69,2,14,26.98,-5.84,65.4,33,21.2,-3503.29,33,30.3,2188.99,99.4,660.0,6.6,3,3,Jan (+28.69%),Mar (-20.63%),28.69,-14.41,-20.63,-9.89,0.98,9.18
EMA_SAR_100_190_30m,30m,100,190,Stop-and-Reverse (SAR),10000.0,8685.27,-1314.73,-13.15,-24.74,33.95,53.05,7365.97,31.37,2026-02-06T00:00,2026-05-13T09:30,3479.5,-0.18,-0.25,-0.32,-0.47,0.99,5.0,36,30.6,69.4,0.85,-0.12,-36.52,7.81,3.61,2.16,2,10,27.55,-11.26,120.0,18,33.3,-3052.35,18,27.8,1737.61,99.4,360.0,3.6,3,3,Jun (+16.88%),Feb (-18.18%),15.07,-18.18,-17.03,-8.16,3.58,16.88
EMA_SAR_75_185_30m,30m,75,185,Stop-and-Reverse (SAR),10000.0,8684.95,-1315.05,-13.15,-24.75,33.95,45.75,6011.65,27.62,2026-02-06T00:00,2026-04-29T10:00,3479.5,-0.22,-0.24,-0.32,-0.54,0.99,6.3,50,26.0,74.0,0.85,-0.13,-26.3,6.68,2.52,2.65,2,10,26.81,-7.0,86.4,25,28.0,-3126.97,25,24.0,1811.88,99.4,500.0,5.0,3,3,Jun (+13.29%),Mar (-13.06%),8.62,-11.14,-13.06,-11.63,3.39,13.29
EMA_SAR_90_190_30m,30m,90,190,Stop-and-Reverse (SAR),10000.0,8680.64,-1319.36,-13.19,-24.83,33.91,51.33,7094.42,29.29,2026-02-06T00:00,2026-05-13T09:30,3479.5,-0.19,-0.24,-0.32,-0.48,0.99,5.0,42,28.6,71.4,0.85,-0.16,-31.41,6.92,2.99,2.32,2,10,26.88,-7.52,102.8,21,28.6,-3164.37,21,28.6,1845.01,99.4,420.0,4.2,3,3,Jun (+16.60%),Mar (-17.27%),14.24,-10.57,-17.27,-13.51,1.83,16.6
EMA_SAR_140_180_1h,1h,140,180,Stop-and-Reverse (SAR),10000.0,8680.97,-1319.03,-13.19,-24.82,33.91,46.08,6148.99,25.34,2026-02-24T13:00,2026-05-13T09:00,3034.0,-0.21,-0.29,-0.38,-0.54,0.99,6.2,18,27.8,72.2,0.81,-0.27,-73.28,13.33,5.51,2.42,1,4,32.25,-12.15,238.5,9,22.2,-3184.53,9,33.3,1865.49,98.9,180.0,1.8,3,3,Jan (+13.11%),Mar (-23.50%),13.11,-5.36,-23.5,4.25,-3.95,5.87
EMA_SAR_35_105_1h,1h,35,105,Stop-and-Reverse (SAR),10000.0,8677.87,-1322.13,-13.22,-24.88,33.88,45.23,5751.99,26.27,2026-02-05T23:00,2026-05-13T09:00,3480.0,-0.23,-0.26,-0.35,-0.55,0.99,6.4,48,27.1,72.9,0.84,-0.13,-27.54,6.43,2.57,2.5,2,10,27.34,-7.01,89.4,24,25.0,-3273.01,24,29.2,1950.89,98.9,480.0,4.8,3,3,Jun (+12.29%),Mar (-12.60%),6.35,-11.55,-12.6,-11.54,6.26,12.29
EMA_SAR_85_190_30m,30m,85,190,Stop-and-Reverse (SAR),10000.0,8674.14,-1325.86,-13.26,-24.94,33.84,47.73,6529.7,28.15,2026-02-06T00:00,2026-05-13T09:30,3479.5,-0.2,-0.25,-0.33,-0.52,0.99,4.0,50,28.0,72.0,0.85,-0.13,-26.52,6.17,2.58,2.39,2,10,26.85,-7.27,86.4,25,28.0,-3172.13,25,28.0,1846.25,99.4,500.0,5.0,2,4,Jun (+14.27%),Mar (-15.42%),13.07,-10.42,-15.42,-10.79,-0.69,14.27
EMA_SAR_95_100_5m,5m,95,100,Stop-and-Reverse (SAR),10000.0,8672.75,-1327.25,-13.27,-24.96,33.83,41.68,6080.77,20.65,2026-02-07T04:20,2026-06-29T16:50,3451.6,-0.22,-0.17,-0.23,-0.6,1.0,7.5,346,26.3,73.7,0.95,-0.01,-3.84,2.8,1.0,2.8,3,16,23.91,-4.6,12.5,173,25.4,-3001.04,173,27.2,1673.82,99.9,3460.0,34.6,3,3,Feb (+20.42%),May (-23.12%),12.84,20.42,-21.19,5.77,-23.12,-0.4
EMA_SAR_35_115_30m,30m,35,115,Stop-and-Reverse (SAR),10000.0,8672.39,-1327.61,-13.28,-24.97,33.82,48.41,7506.06,31.88,2026-02-06T00:00,2026-05-27T08:00,3479.5,-0.18,-0.23,-0.31,-0.52,0.99,3.8,82,30.5,69.5,0.89,-0.08,-16.19,4.3,2.0,2.15,2,10,28.7,-5.84,52.7,41,24.4,-3479.89,41,36.6,2152.28,99.4,820.0,8.2,2,4,Jan (+29.90%),Mar (-16.41%),29.9,-13.51,-16.41,-10.31,-3.12,6.27
EMA_SAR_20_140_1h,1h,20,140,Stop-and-Reverse (SAR),10000.0,8668.22,-1331.78,-13.32,-25.04,33.78,45.94,6283.72,25.95,2026-02-05T23:00,2026-04-29T09:00,3480.0,-0.21,-0.27,-0.36,-0.55,0.99,6.2,50,22.0,78.0,0.86,-0.12,-26.64,8.04,2.42,3.31,2,10,29.8,-5.13,85.9,25,20.0,-3374.99,25,24.0,2043.23,98.9,500.0,5.0,3,3,Jan (+15.55%),Mar (-20.22%),15.55,-5.35,-20.22,-12.08,9.8,2.91
EMA_SAR_115_175_30m,30m,115,175,Stop-and-Reverse (SAR),10000.0,8665.55,-1334.45,-13.34,-25.09,33.76,52.97,7363.96,30.62,2026-02-06T00:00,2026-05-13T09:30,3479.5,-0.18,-0.26,-0.34,-0.47,0.99,5.0,36,25.0,75.0,0.84,-0.14,-37.07,9.35,3.31,2.83,2,10,27.45,-10.44,120.0,18,27.8,-3062.48,18,22.2,1728.03,99.4,360.0,3.6,3,3,Jun (+16.28%),Mar (-16.85%),15.21,-16.21,-16.85,-10.15,3.33,16.28
EMA_SAR_110_185_30m,30m,110,185,Stop-and-Reverse (SAR),10000.0,8663.07,-1336.93,-13.37,-25.13,33.73,53.66,7629.72,31.07,2026-02-06T00:00,2026-05-13T09:30,3479.5,-0.18,-0.26,-0.34,-0.47,0.99,5.0,34,26.5,73.5,0.85,-0.15,-39.32,9.41,3.59,2.62,2,8,27.36,-10.98,127.0,17,29.4,-3113.14,17,23.5,1776.21,99.4,340.0,3.4,3,3,Jan (+17.83%),Mar (-18.55%),17.83,-15.56,-18.55,-10.32,3.33,15.36
EMA_SAR_5_65_1h,1h,5,65,Stop-and-Reverse (SAR),10000.0,8659.9,-1340.1,-13.4,-25.19,33.7,42.42,6216.6,24.41,2026-02-05T23:00,2026-05-26T15:00,3480.0,-0.22,-0.25,-0.35,-0.59,0.99,3.9,142,26.1,73.9,0.9,-0.04,-9.44,3.46,1.28,2.7,3,15,29.81,-5.46,30.2,71,23.9,-3533.53,71,28.2,2193.45,98.9,1420.0,14.2,1,5,Jan (+24.13%),Mar (-15.59%),24.13,-1.9,-15.59,-5.19,-10.78,-0.4
EMA_SAR_105_165_1h,1h,105,165,Stop-and-Reverse (SAR),10000.0,8657.24,-1342.76,-13.43,-25.24,33.67,45.07,6087.12,24.76,2026-02-24T13:00,2026-05-13T09:00,3034.0,-0.22,-0.32,-0.41,-0.56,0.99,4.8,26,19.2,80.8,0.82,-0.2,-51.64,13.85,3.55,3.9,1,6,33.76,-9.75,165.1,13,15.4,-3251.97,13,23.1,1909.2,98.9,260.0,2.6,2,4,Jan (+15.45%),Mar (-19.26%),15.45,-6.15,-19.26,-2.87,-0.56,2.47
EMA_SAR_30_125_1h,1h,30,125,Stop-and-Reverse (SAR),10000.0,8654.6,-1345.4,-13.45,-25.28,33.65,43.82,5710.21,25.66,2026-02-05T23:00,2026-05-13T09:00,3480.0,-0.24,-0.28,-0.38,-0.58,0.99,6.9,50,20.0,80.0,0.84,-0.11,-26.91,8.38,2.24,3.75,2,10,28.53,-7.29,85.9,25,24.0,-3223.75,25,16.0,1878.34,98.9,500.0,5.0,3,3,Jan (+9.54%),Mar (-14.58%),9.54,-10.9,-14.58,-8.31,8.97,3.89
EMA_SAR_135_150_30m,30m,135,150,Stop-and-Reverse (SAR),10000.0,8651.81,-1348.19,-13.48,-25.33,33.62,52.86,7370.37,30.79,2026-02-06T00:00,2026-05-13T09:30,3479.5,-0.18,-0.26,-0.34,-0.48,0.99,5.0,36,27.8,72.2,0.84,-0.14,-37.45,8.54,3.48,2.46,2,10,27.58,-10.44,120.0,18,27.8,-3055.45,18,27.8,1707.25,99.4,360.0,3.6,3,3,Jan (+15.60%),Feb (-18.04%),15.6,-18.04,-14.87,-9.48,2.59,15.52
EMA_SAR_90_110_5m,5m,90,110,Stop-and-Reverse (SAR),10000.0,8647.47,-1352.53,-13.53,-25.4,33.57,44.82,6918.46,23.77,2026-02-07T04:20,2026-06-29T16:50,3451.6,-0.2,-0.19,-0.25,-0.57,1.0,6.6,330,26.4,73.6,0.95,-0.01,-4.1,2.88,1.03,2.8,3,16,23.47,-4.6,13.2,165,26.1,-3055.24,165,26.7,1702.68,99.9,3300.0,33.0,3,3,Jan (+19.71%),Mar (-23.73%),19.71,14.73,-23.73,8.24,-22.49,-1.61
EMA_SAR_25_175_30m,30m,25,175,Stop-and-Reverse (SAR),10000.0,8645.35,-1354.65,-13.55,-25.44,33.55,46.71,7169.71,30.61,2026-02-06T00:00,2026-03-09T23:30,3479.5,-0.19,-0.25,-0.34,-0.54,0.99,6.0,74,27.0,73.0,0.88,-0.09,-18.31,5.2,2.04,2.54,2,11,28.52,-5.46,58.4,37,21.6,-3504.81,37,32.4,2150.11,99.4,740.0,7.4,3,3,Jan (+28.59%),Mar (-18.20%),28.59,-9.56,-18.2,-10.02,0.32,0.68
EMA_SAR_40_130_1h,1h,40,130,Stop-and-Reverse (SAR),10000.0,8639.98,-1360.02,-13.6,-25.54,33.5,52.14,7321.8,29.35,2026-02-05T23:00,2026-05-13T09:00,3480.0,-0.19,-0.29,-0.38,-0.49,0.99,5.0,36,22.2,77.8,0.84,-0.16,-37.78,10.23,3.13,3.27,2,8,27.7,-7.53,119.2,18,22.2,-3281.88,18,22.2,1921.9,98.9,360.0,3.6,3,3,Jan (+18.03%),Mar (-19.83%),18.03,-11.04,-19.83,-12.29,3.64,12.91
EMA_SAR_35_200_5m,5m,35,200,Stop-and-Reverse (SAR),10000.0,8638.86,-1361.14,-13.61,-25.55,33.49,44.92,6864.96,22.1,2026-02-06T00:15,2026-06-02T06:30,3479.7,-0.2,-0.19,-0.26,-0.57,1.0,4.9,372,23.7,76.3,0.95,-0.01,-3.66,2.79,0.88,3.17,3,15,23.39,-4.44,11.7,186,25.3,-3116.49,186,22.0,1755.37,99.9,3720.0,37.2,2,4,Jan (+23.73%),May (-21.80%),23.73,8.44,-12.82,-4.03,-21.8,-1.59
EMA_SAR_10_80_1h,1h,10,80,Stop-and-Reverse (SAR),10000.0,8637.08,-1362.92,-13.63,-25.59,33.47,41.16,5808.13,26.83,2026-02-05T23:00,2026-03-04T07:00,3480.0,-0.23,-0.26,-0.36,-0.62,0.99,6.0,86,29.1,70.9,0.88,-0.08,-15.85,4.12,1.81,2.28,4,11,28.79,-5.81,49.9,43,23.3,-3592.44,43,34.9,2229.52,98.9,860.0,8.6,2,4,Jan (+19.46%),Feb (-10.82%),19.46,-10.82,-9.77,-8.5,-2.51,0.73
EMA_SAR_75_195_30m,30m,75,195,Stop-and-Reverse (SAR),10000.0,8636.19,-1363.81,-13.64,-25.6,33.46,44.02,5691.77,26.38,2026-02-06T00:00,2026-04-29T10:00,3479.5,-0.24,-0.26,-0.35,-0.58,0.99,6.8,50,30.0,70.0,0.85,-0.14,-27.28,5.95,2.74,2.17,2,10,27.35,-6.75,86.4,25,28.0,-3081.92,25,32.0,1718.14,99.4,500.0,5.0,3,3,Jun (+13.63%),Apr (-12.41%),7.03,-9.39,-11.36,-12.41,0.95,13.63
EMA_SAR_65_175_1h,1h,65,175,Stop-and-Reverse (SAR),10000.0,8636.26,-1363.74,-13.64,-25.6,33.46,48.02,6541.44,26.7,2026-02-24T13:00,2026-05-13T09:00,3034.0,-0.21,-0.33,-0.43,-0.53,0.99,5.6,28,21.4,78.6,0.83,-0.15,-48.7,12.86,3.7,3.47,2,6,35.38,-10.09,153.3,14,21.4,-3109.71,14,21.4,1745.98,98.9,280.0,2.8,3,3,Jan (+17.20%),Mar (-23.18%),17.2,-7.15,-23.18,-4.1,0.68,7.01
EMA_SAR_20_40_1h,1h,20,40,Stop-and-Reverse (SAR),10000.0,8635.52,-1364.48,-13.64,-25.61,33.46,45.79,6888.45,27.28,2026-02-05T23:00,2026-05-27T08:00,3480.0,-0.2,-0.25,-0.35,-0.56,0.99,4.6,88,31.8,68.2,0.89,-0.07,-15.51,4.06,2.0,2.04,3,8,30.18,-7.09,48.8,44,27.3,-3455.54,44,36.4,2091.05,98.9,880.0,8.8,2,4,Jan (+27.34%),Apr (-20.15%),27.34,-1.06,-15.52,-20.15,-2.14,3.83
EMA_SAR_45_60_30m,30m,45,60,Stop-and-Reverse (SAR),10000.0,8634.0,-1366.0,-13.66,-25.64,33.44,51.05,8153.28,30.25,2026-02-06T00:00,2026-05-27T08:00,3479.5,-0.17,-0.24,-0.33,-0.5,0.99,3.3,104,31.7,68.3,0.9,-0.06,-13.13,3.77,1.83,2.06,4,9,29.91,-6.47,41.5,52,30.8,-3331.6,52,32.7,1965.6,99.4,1040.0,10.4,2,4,Jan (+33.95%),Apr (-24.03%),33.95,-4.03,-14.29,-24.03,-3.97,7.41
EMA_SAR_110_150_1h,1h,110,150,Stop-and-Reverse (SAR),10000.0,8632.08,-1367.92,-13.68,-25.67,33.42,43.97,5801.98,23.4,2026-02-24T13:00,2026-05-13T09:00,3034.0,-0.24,-0.33,-0.43,-0.58,0.99,5.1,24,20.8,79.2,0.81,-0.24,-57.0,13.69,3.9,3.51,1,6,33.46,-9.66,178.9,12,16.7,-3205.63,12,25.0,1837.72,98.9,240.0,2.4,2,4,Jan (+12.80%),Mar (-14.54%),12.8,-5.7,-14.54,-6.34,-1.09,2.51
EMA_SAR_120_175_1h,1h,120,175,Stop-and-Reverse (SAR),10000.0,8627.92,-1372.08,-13.72,-25.75,33.38,45.74,6242.81,25.99,2026-02-24T13:00,2026-05-13T09:00,3034.0,-0.22,-0.33,-0.42,-0.56,0.99,6.3,22,22.7,77.3,0.81,-0.27,-62.37,13.35,4.28,3.12,1,6,32.41,-10.06,195.1,11,18.2,-3365.32,11,27.3,1993.24,98.9,220.0,2.2,3,3,Jan (+16.17%),Mar (-21.19%),16.17,-6.45,-21.19,-1.99,0.57,2.21
EMA_SAR_105_155_1h,1h,105,155,Stop-and-Reverse (SAR),10000.0,8624.74,-1375.26,-13.75,-25.8,33.35,43.64,5719.86,23.25,2026-02-24T13:00,2026-05-13T09:00,3034.0,-0.24,-0.33,-0.44,-0.59,0.99,5.2,24,20.8,79.2,0.81,-0.24,-57.3,13.62,3.89,3.5,1,6,33.27,-9.66,178.9,12,16.7,-3203.73,12,25.0,1828.48,98.9,240.0,2.4,2,4,Jan (+11.97%),Mar (-14.75%),11.97,-5.66,-14.75,-5.36,-1.29,2.51
EMA_SAR_10_20_30m,30m,10,20,Stop-and-Reverse (SAR),10000.0,8623.36,-1376.64,-13.77,-25.82,33.33,38.63,5351.66,16.26,2026-03-01T03:00,2026-06-29T16:30,2924.5,-0.26,-0.2,-0.28,-0.67,1.0,6.7,380,27.1,72.9,0.95,-0.01,-3.62,2.5,0.95,2.64,5,14,24.15,-5.78,11.4,190,26.8,-3082.4,190,27.4,1705.85,99.4,3800.0,38.0,2,4,Feb (+24.90%),May (-17.80%),7.11,24.9,-15.28,-0.28,-17.8,-7.17
EMA_SAR_20_95_1h,1h,20,95,Stop-and-Reverse (SAR),10000.0,8621.6,-1378.4,-13.78,-25.86,33.32,46.85,6828.39,29.45,2026-02-05T23:00,2026-05-13T09:00,3480.0,-0.2,-0.27,-0.37,-0.55,0.99,5.9,60,28.3,71.7,0.86,-0.12,-22.97,5.36,2.29,2.34,2,16,27.5,-5.71,71.5,30,23.3,-3629.33,30,33.3,2250.92,98.9,600.0,6.0,3,3,Jan (+23.20%),Feb (-15.22%),23.2,-15.22,-11.18,-13.51,2.09,5.24
EMA_SAR_80_110_30m,30m,80,110,Stop-and-Reverse (SAR),10000.0,8617.23,-1382.77,-13.83,-25.93,33.27,51.42,7757.29,32.45,2026-02-06T00:00,2026-04-29T10:00,3479.5,-0.18,-0.25,-0.33,-0.5,0.99,5.0,52,26.9,73.1,0.86,-0.14,-26.59,6.65,2.64,2.52,2,14,26.11,-6.93,83.0,26,26.9,-3473.79,26,26.9,2090.95,99.4,520.0,5.2,3,3,Jan (+24.87%),Feb (-19.35%),24.87,-19.35,-10.88,-15.07,4.64,8.05
EMA_SAR_30_155_1h,1h,30,155,Stop-and-Reverse (SAR),10000.0,8615.09,-1384.91,-13.85,-25.97,33.25,45.38,6131.86,26.41,2026-02-05T23:00,2026-05-13T09:00,3480.0,-0.23,-0.3,-0.4,-0.57,0.99,6.4,42,16.7,83.3,0.84,-0.14,-32.97,11.85,2.54,4.67,2,8,29.01,-7.29,102.2,21,14.3,-3252.47,21,19.0,1867.56,98.9,420.0,4.2,3,3,Jan (+14.14%),Mar (-15.81%),14.14,-10.79,-15.81,-8.5,7.05,2.61
EMA_SAR_20_130_1h,1h,20,130,Stop-and-Reverse (SAR),10000.0,8612.81,-1387.19,-13.87,-26.01,33.23,44.3,6146.21,26.05,2026-02-05T23:00,2026-04-29T09:00,3480.0,-0.23,-0.29,-0.4,-0.59,0.99,6.7,58,22.4,77.6,0.86,-0.11,-23.92,7.12,2.21,3.23,2,11,29.99,-5.31,74.0,29,17.2,-3463.09,29,27.6,2075.89,98.9,580.0,5.8,3,3,Jan (+17.21%),Mar (-19.65%),17.21,-7.11,-19.65,-8.36,6.89,0.5
EMA_SAR_15_100_1h,1h,15,100,Stop-and-Reverse (SAR),10000.0,8610.21,-1389.79,-13.9,-26.05,33.2,46.19,6770.21,30.07,2026-02-05T23:00,2026-03-09T23:00,3480.0,-0.21,-0.28,-0.38,-0.56,0.99,6.1,66,25.8,74.2,0.86,-0.11,-21.06,5.38,2.02,2.66,2,20,27.33,-5.46,65.0,33,21.2,-3674.05,33,30.3,2284.3,98.9,660.0,6.6,3,3,Jan (+23.82%),Mar (-16.22%),23.82,-12.7,-16.22,-9.59,1.31,3.8
EMA_SAR_105_160_1h,1h,105,160,Stop-and-Reverse (SAR),10000.0,8607.11,-1392.89,-13.93,-26.11,33.17,44.03,5799.82,23.71,2026-02-24T13:00,2026-05-13T09:00,3034.0,-0.24,-0.34,-0.45,-0.59,0.99,5.1,24,20.8,79.2,0.81,-0.24,-58.04,13.69,3.91,3.5,1,6,33.76,-9.75,178.9,12,16.7,-3203.76,12,25.0,1810.89,98.9,240.0,2.4,2,4,Jan (+12.60%),Mar (-15.43%),12.6,-6.15,-15.43,-5.02,-1.08,2.51
EMA_SAR_45_185_1h,1h,45,185,Stop-and-Reverse (SAR),10000.0,8605.75,-1394.25,-13.94,-26.13,33.16,49.84,7023.36,28.26,2026-02-24T13:00,2026-05-13T09:00,3034.0,-0.2,-0.31,-0.41,-0.52,0.99,3.4,38,18.4,81.6,0.84,-0.15,-36.69,11.56,2.79,4.14,2,10,30.11,-12.37,113.0,19,15.8,-3335.01,19,21.1,1940.77,98.9,380.0,3.8,2,4,Jan (+18.50%),Mar (-15.55%),18.5,-15.36,-15.55,-4.81,-0.09,6.83
