Strategy_Note,Logic,Fast_EMA,Slow_EMA,Y_Factor,Y_Value,X_Pct,Fixed_Add_USD,Max_Possible_Adds,Initial_Capital,Final_Equity,Total_Return_Pct,Max_Drawdown_Pct,Sharpe,Win_Rate_Pct,Profit_Factor,Total_Closed_Trades,Total_Series_Adds,Avg_Adds_Per_Trade,Base_Return_Pct,Alpha_vs_Base_Pct,Alpha_vs_BH_Pct,Pyramid_Added_Pct,M_Jan,M_Feb,M_Mar,M_Apr,M_May,M_Jun,M_Jul,M_Aug
"[EMA_CROSS_SAR] EMA(200,231.0) | Y=HOURS_ELAPSED(12) X=15%",EMA_CROSS_SAR,200,231.0,HOURS_ELAPSED,12.0,15,1500.0,6,10000.0,15280.52,52.81,18.02,2.05,43.75,3.66,16,81,5.1,100.35,-47.54,71.49,-47.54,13.14,13.07,-5.78,1.3,2.51,14.08,-1.69,9.51
"[EMA_CROSS_SAR] EMA(200,231.0) | Y=HOURS_ELAPSED(12) X=20%",EMA_CROSS_SAR,200,231.0,HOURS_ELAPSED,12.0,20,2000.0,5,10000.0,15502.54,55.03,20.55,1.97,43.75,3.68,16,67,4.2,100.35,-45.32,73.71,-45.32,11.51,11.78,-6.67,1.63,2.82,16.08,-1.95,12.84
"[EMA_CROSS_SAR] EMA(200,231.0) | Y=HOURS_ELAPSED(12) X=25%",EMA_CROSS_SAR,200,231.0,HOURS_ELAPSED,12.0,25,2500.0,4,10000.0,15696.29,56.96,20.77,2.0,43.75,3.78,16,54,3.4,100.35,-43.39,75.64,-43.39,11.24,11.04,-7.08,2.06,2.4,16.35,-1.8,15.38
"[EMA_CROSS_SAR] EMA(200,231.0) | Y=HOURS_ELAPSED(12) X=30%",EMA_CROSS_SAR,200,231.0,HOURS_ELAPSED,12.0,30,3000.0,3,10000.0,16237.98,62.38,17.36,2.26,43.75,4.05,16,42,2.6,100.35,-37.97,81.06,-37.97,14.99,12.82,-6.6,2.72,1.77,13.91,-1.61,15.12
"[EMA_CROSS_SAR] EMA(200,231.0) | Y=HOURS_ELAPSED(12) X=50%",EMA_CROSS_SAR,200,231.0,HOURS_ELAPSED,12.0,50,5000.0,2,10000.0,15686.96,56.87,20.05,1.99,43.75,4.45,16,28,1.8,100.35,-43.48,75.55,-43.48,8.6,7.53,-5.82,3.48,2.53,16.74,-1.55,17.95
"[EMA_CROSS_SAR] EMA(200,231.0) | Y=HOURS_ELAPSED(24) X=5%",EMA_CROSS_SAR,200,231.0,HOURS_ELAPSED,24.0,5,500.0,20,10000.0,12594.72,25.95,14.67,1.29,37.5,2.3,16,168,10.5,100.35,-74.4,44.63,-74.4,2.55,12.26,-5.79,-2.76,3.36,19.21,-5.15,2.63
"[EMA_CROSS_SAR] EMA(200,231.0) | Y=HOURS_ELAPSED(24) X=10%",EMA_CROSS_SAR,200,231.0,HOURS_ELAPSED,24.0,10,1000.0,10,10000.0,14566.87,45.67,16.9,1.89,50.0,4.0,16,108,6.8,100.35,-54.68,64.35,-54.68,10.99,13.35,-3.52,-1.44,3.65,16.37,-2.49,4.02
"[EMA_CROSS_SAR] EMA(200,231.0) | Y=HOURS_ELAPSED(24) X=15%",EMA_CROSS_SAR,200,231.0,HOURS_ELAPSED,24.0,15,1500.0,6,10000.0,14852.52,48.53,16.28,1.99,50.0,3.97,16,76,4.8,100.35,-51.82,67.21,-51.82,11.54,13.3,-3.58,0.17,3.33,14.2,-1.98,5.76
"[EMA_CROSS_SAR] EMA(200,231.0) | Y=HOURS_ELAPSED(24) X=20%",EMA_CROSS_SAR,200,231.0,HOURS_ELAPSED,24.0,20,2000.0,5,10000.0,14971.52,49.72,18.9,1.9,50.0,3.91,16,66,4.1,100.35,-50.63,68.4,-50.63,10.51,11.86,-4.11,0.85,3.48,16.03,-2.43,7.66
"[EMA_CROSS_SAR] EMA(200,231.0) | Y=HOURS_ELAPSED(24) X=25%",EMA_CROSS_SAR,200,231.0,HOURS_ELAPSED,24.0,25,2500.0,4,10000.0,15066.31,50.66,20.04,1.9,50.0,3.82,16,54,3.4,100.35,-49.69,69.34,-49.69,10.34,11.12,-5.06,1.46,2.82,16.2,-2.5,10.3
"[EMA_CROSS_SAR] EMA(200,231.0) | Y=HOURS_ELAPSED(24) X=30%",EMA_CROSS_SAR,200,231.0,HOURS_ELAPSED,24.0,30,3000.0,3,10000.0,15638.35,56.38,17.87,2.15,43.75,3.92,16,42,2.6,100.35,-43.97,75.06,-43.97,14.02,12.91,-5.47,1.62,2.11,13.92,-1.95,11.53
"[EMA_CROSS_SAR] EMA(200,231.0) | Y=HOURS_ELAPSED(24) X=50%",EMA_CROSS_SAR,200,231.0,HOURS_ELAPSED,24.0,50,5000.0,2,10000.0,15445.23,54.45,21.42,1.92,43.75,4.2,16,28,1.8,100.35,-45.9,73.13,-45.9,7.64,7.59,-5.87,2.99,1.48,17.28,-2.13,19.04
