Logic,Fast_EMA,Slow_EMA,Y_Factor,Y_Value,X_Pct,Initial_Capital,Final_Equity,Total_Return_Pct,Max_Drawdown_Pct,Sharpe,Win_Rate_Pct,Profit_Factor,Total_Trades_Closed,Total_Series_Adds,M_Jan,M_Feb,M_Mar,M_Apr,M_May,M_Jun,M_Jul,M_Aug
EMA_CROSS_SAR,5,15,PRICE_FROM_LAST_PCT,5.0,20,10000.0,11953.97,19.54,10.37,1.7,34.35,0.79,393,442,6.16,1.71,-0.47,-1.07,-1.69,6.88,2.16,4.85
EMA_CROSS_SAR,5,15,PRICE_FROM_LAST_PCT,5.0,25,10000.0,12368.84,23.69,12.12,1.72,34.35,0.82,393,442,7.37,2.18,-0.6,-1.24,-2.11,8.22,2.7,5.69
EMA_CROSS_SAR,5,15,PRICE_FROM_LAST_PCT,5.0,30,10000.0,12755.56,27.56,13.63,1.72,34.35,0.84,393,442,8.47,2.67,-0.73,-1.36,-2.54,9.44,3.24,6.38
EMA_CROSS_SAR,5,15,PRICE_FROM_LAST_PCT,5.0,50,10000.0,14055.49,40.55,17.98,1.72,35.11,0.95,393,442,11.85,4.76,-1.28,-1.47,-4.23,13.49,5.35,7.98
EMA_CROSS_SAR,5,15,PRICE_FROM_LAST_PCT,5.0,100,10000.0,16439.52,64.4,23.0,1.67,36.39,1.27,393,393,16.25,11.23,-2.71,1.0,-8.49,22.03,9.88,5.97
EMA_CROSS_SAR,5,15,PRICE_FROM_LAST_PCT,7.0,5,10000.0,10564.96,5.65,2.24,2.04,35.62,0.92,393,416,1.37,0.61,0.16,0.07,-0.42,1.73,0.52,1.54
EMA_CROSS_SAR,5,15,PRICE_FROM_LAST_PCT,7.0,10,10000.0,11110.78,11.11,4.29,2.05,35.62,0.93,393,416,2.66,1.21,0.28,0.13,-0.84,3.39,1.03,2.89
EMA_CROSS_SAR,5,15,PRICE_FROM_LAST_PCT,7.0,15,10000.0,11635.38,16.35,6.16,2.05,35.62,0.95,393,416,3.87,1.8,0.37,0.19,-1.27,4.97,1.54,4.06
EMA_CROSS_SAR,5,15,PRICE_FROM_LAST_PCT,7.0,20,10000.0,12136.89,21.37,7.87,2.06,35.88,0.96,393,416,5.02,2.38,0.43,0.25,-1.69,6.47,2.05,5.06
EMA_CROSS_SAR,5,15,PRICE_FROM_LAST_PCT,7.0,25,10000.0,12613.74,26.14,9.43,2.05,36.13,0.98,393,416,6.09,2.96,0.45,0.31,-2.11,7.91,2.56,5.91
EMA_CROSS_SAR,5,15,PRICE_FROM_LAST_PCT,7.0,30,10000.0,13064.59,30.65,10.87,2.04,36.13,0.99,393,416,7.11,3.53,0.45,0.37,-2.54,9.27,3.06,6.62
EMA_CROSS_SAR,5,15,PRICE_FROM_LAST_PCT,7.0,50,10000.0,14589.76,45.9,15.58,1.97,36.39,1.06,393,416,10.58,5.81,0.12,0.58,-4.23,14.05,5.05,8.17
EMA_CROSS_SAR,5,15,PRICE_FROM_LAST_PCT,7.0,100,10000.0,16439.52,64.4,23.0,1.67,36.39,1.27,393,393,16.25,11.23,-2.71,1.0,-8.49,22.03,9.88,5.97
EMA_CROSS_SAR,5,15,PRICE_FROM_LAST_PCT,10.0,5,10000.0,10451.35,4.51,1.82,1.93,36.39,1.03,393,404,0.98,0.95,-0.15,0.07,-0.42,2.03,0.5,0.53
EMA_CROSS_SAR,5,15,PRICE_FROM_LAST_PCT,10.0,10,10000.0,10893.69,8.94,3.54,1.93,36.39,1.03,393,404,1.94,1.82,-0.31,0.13,-0.84,3.93,1.0,1.06
EMA_CROSS_SAR,5,15,PRICE_FROM_LAST_PCT,10.0,15,10000.0,11326.0,13.26,5.18,1.93,36.39,1.04,393,404,2.9,2.62,-0.46,0.19,-1.27,5.73,1.5,1.57
EMA_CROSS_SAR,5,15,PRICE_FROM_LAST_PCT,10.0,20,10000.0,11747.32,17.47,6.72,1.93,36.39,1.05,393,404,3.85,3.37,-0.6,0.25,-1.69,7.41,2.0,2.06
EMA_CROSS_SAR,5,15,PRICE_FROM_LAST_PCT,10.0,25,10000.0,12156.75,21.57,8.19,1.92,36.39,1.06,393,404,4.79,4.06,-0.75,0.31,-2.11,8.98,2.5,2.54
EMA_CROSS_SAR,5,15,PRICE_FROM_LAST_PCT,10.0,30,10000.0,12553.45,25.53,9.59,1.91,36.39,1.07,393,404,5.71,4.7,-0.89,0.37,-2.54,10.44,3.0,2.99
EMA_CROSS_SAR,5,15,PRICE_FROM_LAST_PCT,10.0,50,10000.0,13998.06,39.98,14.48,1.86,36.39,1.12,393,404,9.24,6.88,-1.44,0.58,-4.23,15.34,4.99,4.55
EMA_CROSS_SAR,5,15,PRICE_FROM_LAST_PCT,10.0,100,10000.0,16439.52,64.4,23.0,1.67,36.39,1.27,393,393,16.25,11.23,-2.71,1.0,-8.49,22.03,9.88,5.97
EMA_CROSS_SAR,5,15,PROFIT_FROM_START_PCT,0.5,5,10000.0,12721.43,27.21,19.35,1.62,20.36,0.31,393,2382,11.66,1.41,1.93,-8.78,-1.82,12.37,2.14,7.3
EMA_CROSS_SAR,5,15,PROFIT_FROM_START_PCT,0.5,10,10000.0,13305.34,33.05,23.84,1.55,22.9,0.42,393,2395,14.91,2.76,1.61,-12.4,-1.94,12.89,4.4,9.68
EMA_CROSS_SAR,5,15,PROFIT_FROM_START_PCT,0.5,15,10000.0,13536.04,35.36,26.06,1.49,23.16,0.5,393,2383,16.7,3.3,0.72,-13.85,-2.11,12.44,6.42,10.69
EMA_CROSS_SAR,5,15,PROFIT_FROM_START_PCT,0.5,20,10000.0,13914.54,39.15,26.95,1.52,24.68,0.57,393,2299,18.67,3.91,0.28,-14.46,-2.38,12.34,8.09,11.24
EMA_CROSS_SAR,5,15,PROFIT_FROM_START_PCT,0.5,25,10000.0,14078.86,40.79,26.97,1.51,25.45,0.63,393,2202,19.13,4.49,0.07,-14.21,-2.76,11.83,9.06,11.39
EMA_CROSS_SAR,5,15,PROFIT_FROM_START_PCT,0.5,30,10000.0,14341.84,43.42,26.81,1.53,26.72,0.69,393,2090,19.44,5.03,-0.05,-13.56,-3.33,12.04,9.97,11.47
EMA_CROSS_SAR,5,15,PROFIT_FROM_START_PCT,0.5,50,10000.0,15069.14,50.69,24.75,1.58,30.53,0.87,393,1626,18.84,6.7,-0.63,-9.49,-4.98,14.04,10.59,10.74
EMA_CROSS_SAR,5,15,PROFIT_FROM_START_PCT,0.5,100,10000.0,16439.52,64.4,23.0,1.67,36.39,1.27,393,393,16.25,11.23,-2.71,1.0,-8.49,22.03,9.88,5.97
EMA_CROSS_SAR,5,15,PROFIT_FROM_START_PCT,1.0,5,10000.0,12624.45,26.24,15.92,1.74,21.63,0.28,393,1686,9.36,0.55,2.87,-5.81,-1.91,11.68,0.98,7.15
EMA_CROSS_SAR,5,15,PROFIT_FROM_START_PCT,1.0,10,10000.0,13149.07,31.49,20.07,1.64,23.92,0.36,393,1709,12.13,1.44,4.01,-8.63,-2.7,12.35,1.77,9.38
EMA_CROSS_SAR,5,15,PROFIT_FROM_START_PCT,1.0,15,10000.0,13285.21,32.85,22.51,1.53,24.68,0.43,393,1707,14.02,2.65,3.1,-10.14,-3.21,12.3,2.45,10.09
EMA_CROSS_SAR,5,15,PROFIT_FROM_START_PCT,1.0,20,10000.0,13422.07,34.22,24.24,1.48,25.19,0.5,393,1690,15.34,3.83,1.82,-11.19,-3.62,12.38,3.73,10.43
EMA_CROSS_SAR,5,15,PROFIT_FROM_START_PCT,1.0,25,10000.0,13741.08,37.41,24.59,1.51,25.95,0.56,393,1629,16.4,5.27,0.87,-11.4,-3.68,12.53,4.87,10.54
EMA_CROSS_SAR,5,15,PROFIT_FROM_START_PCT,1.0,30,10000.0,13911.69,39.12,25.18,1.5,27.23,0.61,393,1553,17.17,5.43,0.58,-11.48,-4.0,13.13,5.57,10.49
EMA_CROSS_SAR,5,15,PROFIT_FROM_START_PCT,1.0,50,10000.0,14518.29,45.18,24.74,1.52,31.04,0.81,393,1302,17.86,6.39,0.57,-9.89,-5.07,14.6,7.51,9.57
EMA_CROSS_SAR,5,15,PROFIT_FROM_START_PCT,1.0,100,10000.0,16439.52,64.4,23.0,1.67,36.39,1.27,393,393,16.25,11.23,-2.71,1.0,-8.49,22.03,9.88,5.97
EMA_CROSS_SAR,5,15,PROFIT_FROM_START_PCT,1.5,5,10000.0,12556.39,25.56,14.8,1.84,23.66,0.29,393,1263,8.24,1.23,0.88,-4.11,-1.45,10.66,1.32,7.24
EMA_CROSS_SAR,5,15,PROFIT_FROM_START_PCT,1.5,10,10000.0,12774.82,27.75,20.35,1.59,24.17,0.36,393,1276,10.19,1.49,1.51,-6.95,-2.76,11.51,1.78,9.59
EMA_CROSS_SAR,5,15,PROFIT_FROM_START_PCT,1.5,15,10000.0,12939.01,29.39,22.52,1.5,25.95,0.42,393,1274,11.94,2.04,2.42,-8.86,-3.7,11.46,2.25,10.58
EMA_CROSS_SAR,5,15,PROFIT_FROM_START_PCT,1.5,20,10000.0,12943.98,29.44,24.79,1.4,26.21,0.47,393,1279,13.54,2.43,1.98,-10.05,-4.67,11.55,2.79,11.03
EMA_CROSS_SAR,5,15,PROFIT_FROM_START_PCT,1.5,25,10000.0,13216.99,32.17,25.31,1.42,26.97,0.53,393,1281,14.84,3.64,1.25,-10.45,-4.84,11.91,3.56,11.04
EMA_CROSS_SAR,5,15,PROFIT_FROM_START_PCT,1.5,30,10000.0,13385.87,33.86,25.62,1.42,27.48,0.58,393,1255,15.76,4.11,0.66,-10.34,-4.93,12.12,4.03,10.98
EMA_CROSS_SAR,5,15,PROFIT_FROM_START_PCT,1.5,50,10000.0,14504.9,45.05,25.28,1.56,30.53,0.78,393,1076,18.57,7.33,-0.75,-9.1,-5.95,15.09,6.54,9.69
EMA_CROSS_SAR,5,15,PROFIT_FROM_START_PCT,1.5,100,10000.0,16439.52,64.4,23.0,1.67,36.39,1.27,393,393,16.25,11.23,-2.71,1.0,-8.49,22.03,9.88,5.97
EMA_CROSS_SAR,5,15,PROFIT_FROM_START_PCT,2.0,5,10000.0,12736.97,27.37,12.13,2.08,27.74,0.34,393,1034,8.25,2.02,0.17,-2.43,-1.02,10.38,1.04,6.93
EMA_CROSS_SAR,5,15,PROFIT_FROM_START_PCT,2.0,10,10000.0,13452.42,34.52,16.16,2.01,27.74,0.41,393,1057,10.15,2.59,1.54,-4.38,-2.01,11.77,2.05,9.75
EMA_CROSS_SAR,5,15,PROFIT_FROM_START_PCT,2.0,15,10000.0,13585.02,35.85,18.76,1.86,27.74,0.46,393,1018,11.17,3.22,1.59,-5.86,-2.79,12.1,2.59,10.8
EMA_CROSS_SAR,5,15,PROFIT_FROM_START_PCT,2.0,20,10000.0,13692.91,36.93,20.47,1.76,29.01,0.5,393,1014,12.17,3.97,1.77,-6.98,-3.66,12.06,3.29,11.31
EMA_CROSS_SAR,5,15,PROFIT_FROM_START_PCT,2.0,25,10000.0,13876.71,38.77,21.12,1.72,29.26,0.55,393,1014,12.96,4.95,1.72,-7.52,-4.24,12.54,3.66,11.5
EMA_CROSS_SAR,5,15,PROFIT_FROM_START_PCT,2.0,30,10000.0,14114.27,41.14,21.81,1.72,30.53,0.6,393,1004,14.07,5.67,1.46,-7.83,-4.73,13.02,4.43,11.49
EMA_CROSS_SAR,5,15,PROFIT_FROM_START_PCT,2.0,50,10000.0,15044.96,50.45,21.78,1.74,33.08,0.8,393,928,16.68,9.49,-0.39,-6.75,-5.71,15.25,5.93,10.31
EMA_CROSS_SAR,5,15,PROFIT_FROM_START_PCT,2.0,100,10000.0,16439.52,64.4,23.0,1.67,36.39,1.27,393,393,16.25,11.23,-2.71,1.0,-8.49,22.03,9.88,5.97
EMA_CROSS_SAR,5,15,PROFIT_FROM_START_PCT,3.0,5,10000.0,12138.8,21.39,9.02,1.98,31.04,0.41,393,765,4.77,1.82,-0.25,-1.09,-0.75,9.13,0.1,6.41
EMA_CROSS_SAR,5,15,PROFIT_FROM_START_PCT,3.0,10,10000.0,13045.96,30.46,13.72,2.07,31.04,0.47,393,784,8.99,1.71,-0.31,-2.06,-1.49,12.03,0.42,8.81
EMA_CROSS_SAR,5,15,PROFIT_FROM_START_PCT,3.0,15,10000.0,13134.51,31.35,16.73,1.86,31.3,0.51,393,757,9.95,1.47,-0.53,-3.02,-2.18,12.49,1.04,9.84
EMA_CROSS_SAR,5,15,PROFIT_FROM_START_PCT,3.0,20,10000.0,13288.54,32.89,17.84,1.77,31.81,0.55,393,761,10.39,2.5,-0.59,-3.62,-2.82,11.9,1.62,11.04
EMA_CROSS_SAR,5,15,PROFIT_FROM_START_PCT,3.0,25,10000.0,13478.08,34.78,19.11,1.73,32.06,0.59,393,766,11.17,3.47,-0.39,-4.49,-3.43,12.21,2.19,11.35
EMA_CROSS_SAR,5,15,PROFIT_FROM_START_PCT,3.0,30,10000.0,13592.55,35.93,19.65,1.67,32.06,0.63,393,752,11.65,3.58,0.03,-4.69,-4.0,12.23,2.83,11.45
EMA_CROSS_SAR,5,15,PROFIT_FROM_START_PCT,3.0,50,10000.0,13863.97,38.64,22.35,1.5,33.33,0.79,393,710,12.9,4.75,-1.02,-4.28,-6.4,14.28,4.82,10.62
EMA_CROSS_SAR,5,15,PROFIT_FROM_START_PCT,3.0,100,10000.0,16439.52,64.4,23.0,1.67,36.39,1.27,393,393,16.25,11.23,-2.71,1.0,-8.49,22.03,9.88,5.97
EMA_CROSS_SAR,5,15,PROFIT_FROM_START_PCT,5.0,5,10000.0,11277.93,12.78,6.56,1.62,33.33,0.6,393,593,2.99,1.9,-0.23,-0.33,-0.42,4.47,0.38,3.51
EMA_CROSS_SAR,5,15,PROFIT_FROM_START_PCT,5.0,10,10000.0,12196.54,21.97,9.25,1.93,33.84,0.65,393,605,5.66,1.95,-0.43,-0.62,-0.84,7.54,0.84,6.46
EMA_CROSS_SAR,5,15,PROFIT_FROM_START_PCT,5.0,15,10000.0,13028.1,30.28,11.71,2.14,34.1,0.7,393,594,7.96,2.44,-0.62,-0.86,-1.27,10.85,1.34,7.88
EMA_CROSS_SAR,5,15,PROFIT_FROM_START_PCT,5.0,20,10000.0,13355.05,33.55,13.61,2.1,34.1,0.73,393,567,9.33,2.47,-0.82,-1.07,-1.69,12.03,1.78,8.51
EMA_CROSS_SAR,5,15,PROFIT_FROM_START_PCT,5.0,25,10000.0,13602.41,36.02,14.95,2.01,34.1,0.76,393,556,9.92,2.55,-1.21,-1.24,-2.11,12.82,2.22,9.71
EMA_CROSS_SAR,5,15,PROFIT_FROM_START_PCT,5.0,30,10000.0,13851.47,38.51,15.72,1.97,34.35,0.8,393,547,10.56,3.11,-1.33,-1.36,-2.54,13.26,3.05,9.91
EMA_CROSS_SAR,5,15,PROFIT_FROM_START_PCT,5.0,50,10000.0,14713.93,47.14,18.4,1.84,35.11,0.92,393,541,12.45,5.42,-1.12,-1.47,-4.23,14.66,5.34,10.41
EMA_CROSS_SAR,5,15,PROFIT_FROM_START_PCT,5.0,100,10000.0,16439.52,64.4,23.0,1.67,36.39,1.27,393,393,16.25,11.23,-2.71,1.0,-8.49,22.03,9.88,5.97
EMA_CROSS_SAR,5,15,PROFIT_FROM_START_PCT,7.0,5,10000.0,10816.62,8.17,5.04,1.45,35.62,0.78,393,487,1.73,1.06,0.06,0.07,-0.42,3.25,0.44,1.77
EMA_CROSS_SAR,5,15,PROFIT_FROM_START_PCT,7.0,10,10000.0,11800.66,18.01,6.9,1.89,35.62,0.82,393,526,3.41,2.27,0.11,0.13,-0.84,6.51,0.88,4.55
EMA_CROSS_SAR,5,15,PROFIT_FROM_START_PCT,7.0,15,10000.0,12567.19,25.67,9.19,2.11,35.62,0.86,393,542,5.04,2.74,0.13,0.19,-1.27,9.01,1.34,6.51
EMA_CROSS_SAR,5,15,PROFIT_FROM_START_PCT,7.0,20,10000.0,13138.83,31.39,11.36,2.2,35.62,0.89,393,520,6.48,2.62,0.15,0.25,-1.69,11.22,1.81,7.7
EMA_CROSS_SAR,5,15,PROFIT_FROM_START_PCT,7.0,25,10000.0,13597.91,35.98,12.82,2.23,36.13,0.93,393,502,7.73,3.14,0.15,0.31,-2.11,12.48,2.29,8.29
EMA_CROSS_SAR,5,15,PROFIT_FROM_START_PCT,7.0,30,10000.0,14061.99,40.62,13.86,2.26,36.13,0.95,393,493,9.29,3.6,0.13,0.37,-2.54,13.68,2.84,8.62
EMA_CROSS_SAR,5,15,PROFIT_FROM_START_PCT,7.0,50,10000.0,15077.95,50.78,17.14,2.06,36.39,1.04,393,469,11.92,5.72,-0.31,0.58,-4.23,16.71,4.78,8.78
EMA_CROSS_SAR,5,15,PROFIT_FROM_START_PCT,7.0,100,10000.0,16439.52,64.4,23.0,1.67,36.39,1.27,393,393,16.25,11.23,-2.71,1.0,-8.49,22.03,9.88,5.97
EMA_CROSS_SAR,5,15,PROFIT_FROM_START_PCT,10.0,5,10000.0,10441.11,4.41,2.73,1.41,36.39,0.92,393,420,1.02,0.64,-0.15,0.07,-0.42,1.96,0.5,0.77
EMA_CROSS_SAR,5,15,PROFIT_FROM_START_PCT,10.0,10,10000.0,10828.14,8.28,5.07,1.39,36.39,0.92,393,424,2.05,0.98,-0.31,0.13,-0.84,3.82,1.0,1.28
EMA_CROSS_SAR,5,15,PROFIT_FROM_START_PCT,10.0,15,10000.0,11264.59,12.65,6.67,1.49,36.39,0.93,393,431,3.09,1.49,-0.46,0.19,-1.27,5.47,1.5,2.2
EMA_CROSS_SAR,5,15,PROFIT_FROM_START_PCT,10.0,20,10000.0,11935.73,19.36,8.18,1.73,36.39,0.96,393,451,4.03,2.87,-0.6,0.25,-1.69,8.15,2.0,3.3
EMA_CROSS_SAR,5,15,PROFIT_FROM_START_PCT,10.0,25,10000.0,12463.42,24.63,9.94,1.84,36.39,0.98,393,472,4.94,3.81,-0.75,0.31,-2.11,9.73,2.5,4.5
EMA_CROSS_SAR,5,15,PROFIT_FROM_START_PCT,10.0,30,10000.0,12933.65,29.34,11.67,1.9,36.39,1.01,393,467,5.95,4.14,-0.89,0.37,-2.54,11.68,3.0,5.26
EMA_CROSS_SAR,5,15,PROFIT_FROM_START_PCT,10.0,50,10000.0,14369.77,43.7,16.01,1.93,36.39,1.09,393,439,9.94,5.93,-1.44,0.58,-4.23,16.4,4.99,6.61
EMA_CROSS_SAR,5,15,PROFIT_FROM_START_PCT,10.0,100,10000.0,16439.52,64.4,23.0,1.67,36.39,1.27,393,393,16.25,11.23,-2.71,1.0,-8.49,22.03,9.88,5.97
EMA_CROSS_SAR,5,15,PROFIT_FROM_LAST_PCT,0.5,5,10000.0,11450.74,14.51,10.66,1.59,25.95,0.4,393,931,5.88,1.08,-0.32,-3.18,-0.92,5.61,1.24,4.69
EMA_CROSS_SAR,5,15,PROFIT_FROM_LAST_PCT,0.5,10,10000.0,12458.36,24.58,16.38,1.65,26.72,0.46,393,931,10.01,1.92,-0.27,-5.44,-1.71,8.71,2.4,7.79
EMA_CROSS_SAR,5,15,PROFIT_FROM_LAST_PCT,0.5,15,10000.0,13171.1,31.71,19.57,1.67,27.74,0.52,393,931,12.88,2.65,-0.04,-6.99,-2.4,10.45,3.47,9.76
EMA_CROSS_SAR,5,15,PROFIT_FROM_LAST_PCT,0.5,20,10000.0,13699.96,37.0,21.36,1.67,28.5,0.58,393,931,14.86,3.33,0.27,-7.99,-3.01,11.49,4.44,10.97
EMA_CROSS_SAR,5,15,PROFIT_FROM_LAST_PCT,0.5,25,10000.0,14113.7,41.14,22.29,1.67,29.52,0.64,393,932,16.21,4.0,0.58,-8.54,-3.56,12.2,5.29,11.65
EMA_CROSS_SAR,5,15,PROFIT_FROM_LAST_PCT,0.5,30,10000.0,14462.6,44.63,22.68,1.68,30.03,0.7,393,931,17.12,4.67,0.86,-8.74,-4.05,12.75,6.07,11.95
EMA_CROSS_SAR,5,15,PROFIT_FROM_LAST_PCT,0.5,50,10000.0,15496.2,54.96,21.95,1.7,32.82,0.9,393,913,18.39,7.34,1.22,-7.33,-5.68,14.79,8.35,11.2
EMA_CROSS_SAR,5,15,PROFIT_FROM_LAST_PCT,0.5,100,10000.0,16439.52,64.4,23.0,1.67,36.39,1.27,393,393,16.25,11.23,-2.71,1.0,-8.49,22.03,9.88,5.97
EMA_CROSS_SAR,5,15,PROFIT_FROM_LAST_PCT,1.0,5,10000.0,11186.84,11.87,7.95,1.65,28.24,0.42,393,722,4.72,0.98,-0.09,-1.92,-1.03,4.66,1.02,3.23
EMA_CROSS_SAR,5,15,PROFIT_FROM_LAST_PCT,1.0,10,10000.0,12090.49,20.9,13.08,1.7,29.01,0.47,393,722,8.24,1.82,-0.1,-3.43,-1.93,7.74,1.95,5.68
EMA_CROSS_SAR,5,15,PROFIT_FROM_LAST_PCT,1.0,15,10000.0,12775.18,27.75,16.49,1.72,29.77,0.51,393,722,10.86,2.55,-0.08,-4.58,-2.73,9.82,2.79,7.49
EMA_CROSS_SAR,5,15,PROFIT_FROM_LAST_PCT,1.0,20,10000.0,13301.05,33.01,18.76,1.72,30.28,0.56,393,722,12.8,3.21,-0.03,-5.43,-3.42,11.28,3.56,8.79
EMA_CROSS_SAR,5,15,PROFIT_FROM_LAST_PCT,1.0,25,10000.0,13716.78,37.17,20.28,1.71,30.53,0.61,393,722,14.24,3.83,0.02,-6.02,-4.04,12.37,4.27,9.67
EMA_CROSS_SAR,5,15,PROFIT_FROM_LAST_PCT,1.0,30,10000.0,14058.35,40.58,21.28,1.7,31.3,0.66,393,722,15.31,4.44,0.06,-6.39,-4.58,13.24,4.91,10.22
EMA_CROSS_SAR,5,15,PROFIT_FROM_LAST_PCT,1.0,50,10000.0,15063.0,50.63,22.39,1.68,32.82,0.85,393,716,17.43,6.81,-0.0,-6.15,-6.19,15.94,6.97,10.39
EMA_CROSS_SAR,5,15,PROFIT_FROM_LAST_PCT,1.0,100,10000.0,16439.52,64.4,23.0,1.67,36.39,1.27,393,393,16.25,11.23,-2.71,1.0,-8.49,22.03,9.88,5.97
EMA_CROSS_SAR,5,15,PROFIT_FROM_LAST_PCT,1.5,5,10000.0,10933.97,9.34,6.22,1.54,28.24,0.41,393,625,3.66,0.71,0.24,-1.65,-0.85,3.94,0.7,2.39
EMA_CROSS_SAR,5,15,PROFIT_FROM_LAST_PCT,1.5,10,10000.0,11711.63,17.12,10.6,1.61,28.75,0.46,393,625,6.62,1.43,0.45,-3.01,-1.62,6.89,1.41,4.3
EMA_CROSS_SAR,5,15,PROFIT_FROM_LAST_PCT,1.5,15,10000.0,12357.24,23.57,13.72,1.65,28.75,0.5,393,625,9.02,2.14,0.62,-4.11,-2.32,9.12,2.11,5.77
EMA_CROSS_SAR,5,15,PROFIT_FROM_LAST_PCT,1.5,20,10000.0,12895.03,28.95,15.98,1.68,29.26,0.54,393,625,10.95,2.86,0.75,-4.98,-2.95,10.83,2.78,6.89
EMA_CROSS_SAR,5,15,PROFIT_FROM_LAST_PCT,1.5,25,10000.0,13347.31,33.47,17.63,1.69,30.03,0.59,393,625,12.5,3.58,0.83,-5.64,-3.52,12.17,3.42,7.7
EMA_CROSS_SAR,5,15,PROFIT_FROM_LAST_PCT,1.5,30,10000.0,13744.37,37.44,18.71,1.7,30.79,0.63,393,624,13.75,4.38,0.88,-6.11,-4.03,13.26,4.04,8.26
EMA_CROSS_SAR,5,15,PROFIT_FROM_LAST_PCT,1.5,50,10000.0,14879.21,48.79,20.97,1.7,32.82,0.81,393,624,16.65,6.98,0.59,-6.35,-5.64,16.41,6.15,8.82
EMA_CROSS_SAR,5,15,PROFIT_FROM_LAST_PCT,1.5,100,10000.0,16439.52,64.4,23.0,1.67,36.39,1.27,393,393,16.25,11.23,-2.71,1.0,-8.49,22.03,9.88,5.97
EMA_CROSS_SAR,5,15,PROFIT_FROM_LAST_PCT,2.0,5,10000.0,10942.4,9.42,5.15,1.78,31.04,0.51,393,552,3.1,0.67,-0.0,-0.75,-0.68,3.74,0.78,2.35
EMA_CROSS_SAR,5,15,PROFIT_FROM_LAST_PCT,2.0,10,10000.0,11764.68,17.65,8.95,1.84,31.04,0.54,393,552,5.73,1.36,-0.01,-1.39,-1.32,6.69,1.53,4.27
EMA_CROSS_SAR,5,15,PROFIT_FROM_LAST_PCT,2.0,15,10000.0,12471.91,24.72,11.79,1.88,31.04,0.58,393,552,7.95,2.03,-0.02,-1.93,-1.92,9.01,2.25,5.79
EMA_CROSS_SAR,5,15,PROFIT_FROM_LAST_PCT,2.0,20,10000.0,13073.55,30.74,13.94,1.89,31.55,0.62,393,552,9.81,2.69,-0.04,-2.38,-2.5,10.85,2.94,6.97
EMA_CROSS_SAR,5,15,PROFIT_FROM_LAST_PCT,2.0,25,10000.0,13581.76,35.82,15.59,1.9,31.55,0.65,393,552,11.36,3.32,-0.07,-2.73,-3.04,12.32,3.59,7.86
EMA_CROSS_SAR,5,15,PROFIT_FROM_LAST_PCT,2.0,30,10000.0,14027.87,40.28,16.74,1.9,31.81,0.69,393,551,12.64,4.06,-0.1,-3.0,-3.55,13.51,4.22,8.49
EMA_CROSS_SAR,5,15,PROFIT_FROM_LAST_PCT,2.0,50,10000.0,15176.25,51.76,19.52,1.83,33.59,0.85,393,552,15.76,6.24,-0.36,-3.23,-5.33,16.7,6.41,9.23
EMA_CROSS_SAR,5,15,PROFIT_FROM_LAST_PCT,2.0,100,10000.0,16439.52,64.4,23.0,1.67,36.39,1.27,393,393,16.25,11.23,-2.71,1.0,-8.49,22.03,9.88,5.97
EMA_CROSS_SAR,5,15,PROFIT_FROM_LAST_PCT,3.0,5,10000.0,10762.25,7.62,3.96,1.74,32.57,0.59,393,497,2.23,0.87,0.02,-0.82,-0.65,2.68,0.72,2.44
EMA_CROSS_SAR,5,15,PROFIT_FROM_LAST_PCT,3.0,10,10000.0,11448.14,14.48,7.19,1.79,32.57,0.61,393,497,4.21,1.69,0.04,-1.54,-1.28,4.97,1.4,4.43
EMA_CROSS_SAR,5,15,PROFIT_FROM_LAST_PCT,3.0,15,10000.0,12058.16,20.58,9.82,1.82,32.82,0.64,393,497,5.95,2.44,0.08,-2.17,-1.88,6.95,2.07,6.03
EMA_CROSS_SAR,5,15,PROFIT_FROM_LAST_PCT,3.0,20,10000.0,12595.78,25.96,11.97,1.83,32.82,0.67,393,497,7.48,3.15,0.11,-2.7,-2.45,8.65,2.7,7.28
EMA_CROSS_SAR,5,15,PROFIT_FROM_LAST_PCT,3.0,25,10000.0,13066.52,30.67,13.73,1.83,32.82,0.71,393,497,8.82,3.81,0.14,-3.15,-3.0,10.12,3.31,8.23
EMA_CROSS_SAR,5,15,PROFIT_FROM_LAST_PCT,3.0,30,10000.0,13477.2,34.77,15.16,1.83,32.82,0.74,393,497,9.98,4.43,0.16,-3.5,-3.53,11.41,3.9,8.9
EMA_CROSS_SAR,5,15,PROFIT_FROM_LAST_PCT,3.0,50,10000.0,14668.48,46.68,18.63,1.77,34.61,0.88,393,497,13.19,6.66,0.06,-4.01,-5.39,15.27,6.02,9.71
EMA_CROSS_SAR,5,15,PROFIT_FROM_LAST_PCT,3.0,100,10000.0,16439.52,64.4,23.0,1.67,36.39,1.27,393,393,16.25,11.23,-2.71,1.0,-8.49,22.03,9.88,5.97
EMA_CROSS_SAR,5,15,PROFIT_FROM_LAST_PCT,5.0,5,10000.0,10524.98,5.25,3.19,1.58,34.35,0.73,393,442,1.66,0.42,-0.45,-0.16,-0.42,2.03,0.52,1.59
EMA_CROSS_SAR,5,15,PROFIT_FROM_LAST_PCT,5.0,10,10000.0,11018.89,10.19,5.94,1.61,34.61,0.75,393,442,3.22,0.84,-0.87,-0.31,-0.84,3.88,1.05,2.97
