Strategy_Logic,Fast_EMA,Slow_EMA,Total_Return_Pct,CAGR_Pct,Alpha_Pct,Max_Drawdown_Pct,Sharpe_Ratio,Sortino_Ratio,Calmar_Ratio,Win_Rate_Pct,Profit_Factor,Total_Trades,Avg_Holding_Hours,Avg_Trade_Pct,Best_Trade_Pct,Worst_Trade_Pct,Exposure_Pct,Pos_Months,Neg_Months,Jan_2026,Feb_2026,Mar_2026,Apr_2026,May_2026,Jun_2026,Jul_2026,Aug_2026
EMA_CROSSOVER_LONG_ONLY,197,238,33.51,57.16,52.18,17.3,1.43,1.48,3.3,55.56,4.51,9,310.2,3.64,28.0,-4.13,49.86,4,2,0.16,0.0,-1.0,4.48,-4.13,0.0,5.94,26.89
EMA_CROSSOVER_LONG_ONLY,197,239,29.08,49.08,47.76,17.83,1.29,1.33,2.75,36.36,3.47,11,254.0,2.66,27.44,-4.22,49.89,3,3,-0.27,0.0,-3.13,4.48,-4.13,0.0,5.94,25.91
EMA_CROSSOVER_LONG_ONLY,197,240,29.64,50.09,48.32,17.65,1.31,1.35,2.84,36.36,3.51,11,253.9,2.7,27.44,-4.22,49.88,3,3,-0.27,0.0,-3.13,4.94,-4.13,0.0,5.94,25.91
EMA_CROSSOVER_LONG_ONLY,197,241,30.44,51.54,49.12,17.65,1.33,1.38,2.92,40.0,3.7,10,279.1,3.03,27.44,-4.22,49.84,3,3,-0.27,0.0,-2.53,4.94,-4.13,0.0,5.94,25.91
EMA_CROSSOVER_LONG_ONLY,197,242,30.0,50.75,48.68,17.65,1.32,1.36,2.88,40.0,3.68,10,279.1,3.0,27.44,-4.22,49.84,3,3,-0.27,0.0,-2.47,4.94,-4.13,0.0,5.94,25.42
EMA_CROSSOVER_LONG_ONLY,197,243,28.6,48.2,47.27,18.37,1.27,1.32,2.62,40.0,3.44,10,279.1,2.89,27.44,-4.94,49.84,3,3,-0.27,0.0,-3.97,5.31,-4.13,0.0,5.94,25.54
EMA_CROSSOVER_LONG_ONLY,197,244,29.48,49.81,48.16,18.37,1.3,1.35,2.71,40.0,3.56,10,279.2,2.96,27.44,-4.94,49.86,3,3,-0.27,0.0,-3.54,5.31,-4.13,0.0,5.91,25.88
EMA_CROSSOVER_LONG_ONLY,197,245,29.33,49.52,48.0,18.37,1.3,1.34,2.7,40.0,3.55,10,279.3,2.94,27.44,-4.94,49.88,3,3,-0.27,0.0,-3.54,5.31,-4.13,0.0,5.91,25.73
EMA_CROSSOVER_LONG_ONLY,197,246,30.94,52.46,49.62,18.26,1.35,1.4,2.87,44.44,3.98,9,310.3,3.41,27.44,-4.94,49.88,3,3,-0.27,0.0,-2.3,5.31,-4.13,0.0,5.91,25.68
EMA_CROSSOVER_LONG_ONLY,197,247,30.13,50.97,48.8,18.26,1.32,1.37,2.79,44.44,3.92,9,310.3,3.34,27.44,-4.93,49.88,3,3,-0.27,0.0,-2.29,4.65,-4.13,0.0,5.91,25.68
EMA_CROSSOVER_LONG_ONLY,197,248,31.0,52.56,49.67,18.53,1.35,1.4,2.84,44.44,4.09,9,310.8,3.41,27.44,-4.93,49.95,3,3,-0.6,0.0,-2.29,4.65,-3.17,0.0,5.91,25.68
EMA_CROSSOVER_LONG_ONLY,197,249,25.6,42.85,44.28,21.19,1.18,1.21,2.02,44.44,2.96,9,310.9,2.97,27.44,-8.03,49.96,3,3,-0.6,0.0,-5.75,4.65,-3.17,0.0,5.91,24.93
EMA_CROSSOVER_LONG_ONLY,197,250,27.06,45.45,45.74,21.19,1.23,1.27,2.15,44.44,3.07,9,311.0,3.1,27.44,-8.03,49.98,3,3,-0.6,0.0,-5.75,6.34,-3.06,0.0,5.91,24.22
EMA_CROSSOVER_LONG_ONLY,198,199,19.1,31.44,37.78,23.48,0.92,0.94,1.34,33.33,2.07,12,234.4,1.8,27.77,-6.55,50.23,3,4,-0.78,0.0,-0.7,4.62,-5.37,-10.06,7.16,26.68
EMA_CROSSOVER_LONG_ONLY,198,200,18.95,31.19,37.63,23.29,0.92,0.93,1.34,33.33,2.05,12,233.8,1.8,27.77,-7.26,50.09,3,4,-0.78,0.0,-1.13,4.89,-5.37,-10.02,7.16,26.68
EMA_CROSSOVER_LONG_ONLY,198,201,22.19,36.82,40.86,21.25,1.03,1.05,1.73,33.33,2.34,12,233.5,2.01,27.77,-5.32,50.04,3,4,-0.78,0.0,-1.03,4.89,-5.17,-7.88,7.16,26.72
EMA_CROSSOVER_LONG_ONLY,198,202,25.81,43.21,44.49,20.98,1.16,1.19,2.06,45.45,2.76,11,254.5,2.45,27.77,-5.32,49.98,4,3,-0.9,0.0,1.48,4.89,-5.17,-7.53,7.12,26.97
EMA_CROSSOVER_LONG_ONLY,198,203,22.28,36.98,40.96,22.13,1.04,1.06,1.67,33.33,2.37,12,232.9,2.01,27.77,-5.32,49.91,4,3,-0.9,0.0,0.34,4.63,-5.17,-8.64,7.12,26.64
EMA_CROSSOVER_LONG_ONLY,198,204,20.13,33.23,38.81,22.55,0.96,0.98,1.47,33.33,2.15,12,232.8,1.87,27.77,-5.32,49.88,3,4,-0.9,0.0,-1.31,4.63,-5.17,-8.8,7.12,26.72
EMA_CROSSOVER_LONG_ONLY,198,205,21.38,35.41,40.06,21.47,1.01,1.03,1.65,33.33,2.27,12,232.8,1.95,27.77,-5.17,49.88,3,4,-0.9,0.0,-1.31,4.63,-5.17,-7.52,7.12,26.28
EMA_CROSSOVER_LONG_ONLY,198,206,17.78,29.18,36.46,23.8,0.88,0.9,1.23,33.33,1.96,12,232.5,1.71,27.77,-5.17,49.82,3,4,-0.9,0.0,-3.96,4.63,-5.17,-7.8,7.12,26.28
EMA_CROSSOVER_LONG_ONLY,198,207,19.81,32.67,38.48,22.16,0.96,0.97,1.47,33.33,2.1,12,232.4,1.84,27.77,-5.17,49.8,3,4,-0.9,0.0,-3.19,4.63,-5.17,-6.56,7.12,25.75
EMA_CROSSOVER_LONG_ONLY,198,208,17.41,28.54,36.09,23.72,0.87,0.88,1.2,33.33,1.95,12,232.2,1.67,27.77,-5.17,49.75,3,4,-0.9,0.0,-3.19,4.14,-5.17,-7.66,6.72,25.75
EMA_CROSSOVER_LONG_ONLY,198,209,19.13,31.49,37.8,22.72,0.94,0.95,1.39,30.77,2.07,13,214.2,1.65,27.77,-5.17,49.73,3,4,-0.9,0.0,-3.84,4.14,-5.17,-5.82,6.72,25.93
EMA_CROSSOVER_LONG_ONLY,198,210,19.62,32.35,38.3,22.4,0.95,0.97,1.44,30.77,2.1,13,213.9,1.68,27.77,-5.17,49.66,3,4,-0.9,0.0,-3.84,4.46,-5.17,-5.71,6.72,25.93
EMA_CROSSOVER_LONG_ONLY,198,211,23.31,38.79,41.99,19.73,1.08,1.11,1.97,36.36,2.5,11,252.7,2.27,27.77,-5.17,49.64,3,4,-0.22,0.0,-1.73,4.46,-5.17,-5.21,6.72,25.5
EMA_CROSSOVER_LONG_ONLY,198,212,24.44,40.78,43.12,18.99,1.12,1.14,2.15,36.36,2.64,11,251.5,2.35,27.77,-5.17,49.41,3,4,-0.22,0.0,-1.73,4.46,-5.17,-4.34,6.72,25.5
EMA_CROSSOVER_LONG_ONLY,198,213,24.04,40.08,42.72,18.64,1.11,1.13,2.15,40.0,2.68,10,276.5,2.54,27.77,-5.17,49.38,3,4,-0.22,0.0,-2.27,4.46,-5.17,-3.39,6.72,24.56
EMA_CROSSOVER_LONG_ONLY,198,214,23.85,39.74,42.53,18.76,1.1,1.12,2.12,40.0,2.65,10,276.3,2.52,27.77,-5.17,49.34,3,4,-0.22,0.0,-1.14,4.46,-5.17,-3.5,5.46,24.56
EMA_CROSSOVER_LONG_ONLY,198,215,29.18,49.27,47.86,18.03,1.29,1.33,2.73,37.5,4.71,8,345.0,3.66,27.77,-5.17,49.29,3,3,-0.22,0.0,-0.5,4.46,-5.17,0.0,5.46,24.56
EMA_CROSSOVER_LONG_ONLY,198,216,30.23,51.16,48.91,18.03,1.33,1.37,2.84,37.5,4.82,8,345.2,3.76,27.77,-5.17,49.32,3,3,-0.22,0.0,-0.5,5.05,-5.17,0.0,5.46,24.86
EMA_CROSSOVER_LONG_ONLY,198,217,30.27,51.23,48.94,18.03,1.33,1.37,2.84,37.5,4.82,8,345.1,3.76,27.77,-5.17,49.3,3,3,-0.22,0.0,-0.5,5.08,-5.17,0.0,5.46,24.86
EMA_CROSSOVER_LONG_ONLY,198,218,30.38,51.44,49.06,18.03,1.33,1.37,2.85,37.5,4.87,8,345.2,3.78,27.77,-5.09,49.32,3,3,-0.22,0.0,-0.5,5.08,-5.09,0.0,5.46,24.86
EMA_CROSSOVER_LONG_ONLY,198,219,30.97,52.52,49.65,18.03,1.35,1.4,2.91,37.5,5.17,8,345.4,3.83,27.77,-5.09,49.34,3,3,-0.22,0.0,-0.5,5.08,-5.09,0.0,5.46,25.43
EMA_CROSSOVER_LONG_ONLY,198,220,30.94,52.46,49.62,18.1,1.35,1.39,2.9,37.5,5.22,8,345.8,3.83,27.77,-5.09,49.39,3,3,-0.3,0.0,-0.33,5.08,-5.09,0.0,5.46,25.28
EMA_CROSSOVER_LONG_ONLY,198,221,31.4,53.28,50.07,17.98,1.37,1.41,2.96,37.5,5.36,8,345.8,3.87,27.77,-5.09,49.39,3,3,-0.3,0.0,-0.19,5.29,-5.09,0.0,5.46,25.28
EMA_CROSSOVER_LONG_ONLY,198,222,31.73,53.89,50.4,17.98,1.38,1.42,3.0,37.5,5.46,8,345.8,3.9,27.77,-5.09,49.39,3,3,-0.3,0.0,-0.19,5.29,-5.09,0.0,5.62,25.4
EMA_CROSSOVER_LONG_ONLY,198,223,31.73,53.9,50.41,17.98,1.38,1.42,3.0,37.5,5.46,8,345.9,3.9,27.77,-5.09,49.41,3,3,-0.3,0.0,-0.19,5.29,-5.09,0.0,5.62,25.41
EMA_CROSSOVER_LONG_ONLY,198,224,32.19,54.73,50.86,17.98,1.39,1.44,3.04,37.5,5.73,8,346.1,3.95,27.77,-5.09,49.45,3,3,-0.3,0.0,-0.19,5.29,-5.09,0.0,5.62,25.84
EMA_CROSSOVER_LONG_ONLY,198,225,32.03,54.44,50.7,17.98,1.39,1.43,3.03,37.5,5.63,8,346.2,3.93,27.77,-5.09,49.46,3,3,-0.3,0.0,-0.31,5.29,-5.09,0.0,5.62,25.84
EMA_CROSSOVER_LONG_ONLY,198,226,32.02,54.42,50.69,17.98,1.39,1.43,3.03,37.5,5.63,8,346.5,3.93,27.77,-5.09,49.5,3,3,-0.3,0.0,-0.31,5.07,-5.09,0.0,5.62,26.1
EMA_CROSSOVER_LONG_ONLY,198,227,33.15,56.5,51.83,17.29,1.42,1.47,3.27,50.0,6.08,8,346.5,4.04,27.9,-5.09,49.5,4,2,-0.3,0.0,0.53,4.84,-5.09,0.0,5.62,26.39
EMA_CROSSOVER_LONG_ONLY,198,228,33.15,56.5,51.83,17.29,1.42,1.47,3.27,50.0,6.08,8,346.5,4.04,27.9,-5.09,49.5,4,2,-0.3,0.0,0.53,4.84,-5.09,0.0,5.62,26.39
EMA_CROSSOVER_LONG_ONLY,198,229,34.57,59.11,53.24,16.91,1.47,1.52,3.49,62.5,6.36,8,346.8,4.18,27.9,-5.09,49.54,5,1,0.16,0.0,0.53,4.84,-5.09,0.0,5.98,26.73
EMA_CROSSOVER_LONG_ONLY,198,230,35.5,60.84,54.18,16.91,1.5,1.55,3.6,62.5,6.33,8,347.0,4.27,27.9,-5.09,49.57,5,1,0.16,0.0,0.53,5.75,-5.09,0.0,5.98,26.51
EMA_CROSSOVER_LONG_ONLY,198,231,35.14,60.18,53.82,16.91,1.49,1.54,3.56,62.5,6.29,8,347.1,4.23,27.9,-5.09,49.59,5,1,0.16,0.0,0.27,5.75,-5.09,0.0,5.98,26.51
EMA_CROSSOVER_LONG_ONLY,198,232,36.78,63.22,55.45,16.89,1.54,1.59,3.74,62.5,7.33,8,347.4,4.38,27.9,-4.67,49.62,5,1,0.16,0.0,0.3,5.75,-4.67,0.0,5.98,27.44
EMA_CROSSOVER_LONG_ONLY,198,233,37.35,64.3,56.03,16.89,1.56,1.61,3.81,62.5,7.61,8,347.8,4.44,27.9,-4.67,49.68,5,1,0.16,0.0,0.3,5.61,-4.67,0.0,5.98,28.15
EMA_CROSSOVER_LONG_ONLY,198,234,37.82,65.17,56.5,16.89,1.57,1.63,3.86,62.5,7.68,8,348.0,4.48,27.9,-4.67,49.71,5,1,0.16,0.0,0.3,5.61,-4.67,0.0,5.98,28.59
EMA_CROSSOVER_LONG_ONLY,198,235,36.43,62.57,55.11,16.89,1.53,1.58,3.71,55.56,4.97,9,309.9,3.89,28.0,-4.67,49.8,4,2,0.16,0.0,-0.35,5.61,-4.67,0.0,5.98,28.12
EMA_CROSSOVER_LONG_ONLY,198,236,35.31,60.49,53.99,16.89,1.49,1.55,3.58,55.56,4.85,9,310.1,3.79,28.0,-4.13,49.84,4,2,0.16,0.0,-0.73,5.61,-4.13,0.0,5.94,26.89
EMA_CROSSOVER_LONG_ONLY,198,237,32.94,56.11,51.62,17.65,1.41,1.47,3.18,44.44,4.43,9,310.3,3.59,28.0,-4.13,49.88,3,3,-0.27,0.0,-1.0,4.48,-4.13,0.0,5.94,26.89
EMA_CROSSOVER_LONG_ONLY,198,238,33.07,56.35,51.75,17.65,1.42,1.47,3.19,44.44,4.38,9,310.4,3.6,28.0,-4.13,49.89,3,3,-0.27,0.0,-1.0,4.94,-4.13,0.0,5.94,26.47
EMA_CROSSOVER_LONG_ONLY,198,239,32.48,55.28,51.16,17.65,1.4,1.45,3.13,44.44,4.32,9,310.6,3.54,27.44,-4.13,49.91,3,3,-0.27,0.0,-1.0,4.94,-4.13,0.0,5.94,25.91
EMA_CROSSOVER_LONG_ONLY,198,240,29.64,50.09,48.32,17.65,1.31,1.35,2.84,36.36,3.51,11,253.9,2.7,27.44,-4.22,49.88,3,3,-0.27,0.0,-3.13,4.94,-4.13,0.0,5.94,25.91
EMA_CROSSOVER_LONG_ONLY,198,241,29.13,49.18,47.81,17.65,1.29,1.34,2.79,36.36,3.47,11,254.0,2.66,27.44,-4.22,49.89,3,3,-0.27,0.0,-3.13,4.94,-4.13,0.0,5.94,25.42
EMA_CROSSOVER_LONG_ONLY,198,242,29.62,50.06,48.3,18.26,1.31,1.35,2.74,40.0,3.51,10,279.2,2.97,27.44,-4.94,49.86,3,3,-0.27,0.0,-3.2,5.31,-4.13,0.0,5.94,25.54
EMA_CROSSOVER_LONG_ONLY,198,243,29.48,49.81,48.16,18.37,1.3,1.35,2.71,40.0,3.56,10,279.2,2.96,27.44,-4.94,49.86,3,3,-0.27,0.0,-3.54,5.31,-4.13,0.0,5.91,25.88
EMA_CROSSOVER_LONG_ONLY,198,244,29.33,49.52,48.0,18.37,1.3,1.34,2.7,40.0,3.55,10,279.3,2.94,27.44,-4.94,49.88,3,3,-0.27,0.0,-3.54,5.31,-4.13,0.0,5.91,25.73
EMA_CROSSOVER_LONG_ONLY,198,245,29.28,49.44,47.95,18.37,1.3,1.34,2.69,40.0,3.54,10,279.4,2.94,27.44,-4.94,49.89,3,3,-0.27,0.0,-3.54,5.31,-4.13,0.0,5.91,25.68
EMA_CROSSOVER_LONG_ONLY,198,246,29.69,50.19,48.37,18.53,1.31,1.36,2.71,44.44,3.79,9,310.6,3.3,27.44,-4.94,49.91,3,3,-0.6,0.0,-2.3,4.65,-4.13,0.0,5.91,25.68
EMA_CROSSOVER_LONG_ONLY,198,247,31.35,53.2,50.02,18.53,1.36,1.41,2.87,44.44,4.2,9,310.7,3.44,27.44,-4.93,49.93,3,3,-0.6,0.0,-2.29,4.65,-3.17,0.0,5.91,26.01
EMA_CROSSOVER_LONG_ONLY,198,248,27.64,46.49,46.32,21.19,1.25,1.29,2.19,44.44,3.08,9,310.8,3.15,27.44,-8.03,49.95,3,3,-0.6,0.0,-5.75,6.34,-3.17,0.0,5.91,24.93
EMA_CROSSOVER_LONG_ONLY,198,249,27.06,45.45,45.74,21.19,1.23,1.27,2.15,44.44,3.07,9,311.0,3.1,27.44,-8.03,49.98,3,3,-0.6,0.0,-5.75,6.34,-3.06,0.0,5.91,24.22
EMA_CROSSOVER_LONG_ONLY,198,250,27.85,46.86,46.52,21.19,1.25,1.3,2.21,44.44,3.11,9,310.9,3.17,27.44,-8.03,49.96,3,3,-0.6,0.0,-5.75,6.34,-3.06,0.0,6.56,24.22
EMA_CROSSOVER_LONG_ONLY,199,200,22.19,36.82,40.86,21.25,1.03,1.05,1.73,33.33,2.34,12,233.5,2.01,27.77,-5.32,50.04,3,4,-0.78,0.0,-1.03,4.89,-5.17,-7.88,7.16,26.72
EMA_CROSSOVER_LONG_ONLY,199,201,25.81,43.21,44.49,20.98,1.16,1.19,2.06,45.45,2.76,11,254.5,2.45,27.77,-5.32,49.98,4,3,-0.9,0.0,1.48,4.89,-5.17,-7.53,7.12,26.97
EMA_CROSSOVER_LONG_ONLY,199,202,22.28,36.98,40.96,22.13,1.04,1.06,1.67,33.33,2.37,12,232.9,2.01,27.77,-5.32,49.91,4,3,-0.9,0.0,0.34,4.63,-5.17,-8.64,7.12,26.64
EMA_CROSSOVER_LONG_ONLY,199,203,20.13,33.23,38.81,22.55,0.96,0.98,1.47,33.33,2.15,12,232.8,1.87,27.77,-5.32,49.88,3,4,-0.9,0.0,-1.31,4.63,-5.17,-8.8,7.12,26.72
EMA_CROSSOVER_LONG_ONLY,199,204,21.38,35.41,40.06,21.47,1.01,1.03,1.65,33.33,2.27,12,232.8,1.95,27.77,-5.17,49.88,3,4,-0.9,0.0,-1.31,4.63,-5.17,-7.52,7.12,26.28
EMA_CROSSOVER_LONG_ONLY,199,205,17.78,29.18,36.46,23.8,0.88,0.9,1.23,33.33,1.96,12,232.5,1.71,27.77,-5.17,49.82,3,4,-0.9,0.0,-3.96,4.63,-5.17,-7.8,7.12,26.28
EMA_CROSSOVER_LONG_ONLY,199,206,19.81,32.67,38.48,22.16,0.96,0.97,1.47,33.33,2.1,12,232.4,1.84,27.77,-5.17,49.8,3,4,-0.9,0.0,-3.19,4.63,-5.17,-6.56,7.12,25.75
EMA_CROSSOVER_LONG_ONLY,199,207,17.34,28.43,36.02,23.76,0.87,0.88,1.2,33.33,1.94,12,232.2,1.67,27.77,-5.17,49.77,3,4,-0.9,0.0,-3.24,4.14,-5.17,-7.66,6.72,25.75
EMA_CROSSOVER_LONG_ONLY,199,208,19.13,31.49,37.8,22.72,0.94,0.95,1.39,30.77,2.07,13,214.2,1.65,27.77,-5.17,49.73,3,4,-0.9,0.0,-3.84,4.14,-5.17,-5.82,6.72,25.93
EMA_CROSSOVER_LONG_ONLY,199,209,22.25,36.92,40.92,20.69,1.05,1.07,1.78,36.36,2.37,11,253.0,2.19,27.77,-5.17,49.7,3,4,-0.9,0.0,-1.73,4.46,-5.17,-5.71,6.72,25.93
EMA_CROSSOVER_LONG_ONLY,199,210,23.31,38.79,41.99,19.73,1.08,1.11,1.97,36.36,2.5,11,252.8,2.27,27.77,-5.17,49.66,3,4,-0.22,0.0,-1.73,4.46,-5.17,-5.21,6.72,25.5
EMA_CROSSOVER_LONG_ONLY,199,211,24.44,40.78,43.12,18.99,1.12,1.14,2.15,36.36,2.64,11,251.5,2.35,27.77,-5.17,49.41,3,4,-0.22,0.0,-1.73,4.46,-5.17,-4.34,6.72,25.5
EMA_CROSSOVER_LONG_ONLY,199,212,24.04,40.08,42.72,18.64,1.11,1.13,2.15,40.0,2.68,10,276.5,2.54,27.77,-5.17,49.38,3,4,-0.22,0.0,-2.27,4.46,-5.17,-3.39,6.72,24.56
EMA_CROSSOVER_LONG_ONLY,199,213,23.85,39.74,42.53,18.76,1.1,1.12,2.12,40.0,2.65,10,276.3,2.52,27.77,-5.17,49.34,3,4,-0.22,0.0,-1.14,4.46,-5.17,-3.5,5.46,24.56
EMA_CROSSOVER_LONG_ONLY,199,214,29.18,49.27,47.86,18.03,1.29,1.33,2.73,37.5,4.71,8,345.0,3.66,27.77,-5.17,49.29,3,3,-0.22,0.0,-0.5,4.46,-5.17,0.0,5.46,24.56
EMA_CROSSOVER_LONG_ONLY,199,215,30.23,51.16,48.91,18.03,1.33,1.37,2.84,37.5,4.82,8,345.2,3.76,27.77,-5.17,49.32,3,3,-0.22,0.0,-0.5,5.05,-5.17,0.0,5.46,24.86
EMA_CROSSOVER_LONG_ONLY,199,216,30.27,51.23,48.94,18.03,1.33,1.37,2.84,37.5,4.82,8,345.1,3.76,27.77,-5.17,49.3,3,3,-0.22,0.0,-0.5,5.08,-5.17,0.0,5.46,24.86
EMA_CROSSOVER_LONG_ONLY,199,217,30.38,51.44,49.06,18.03,1.33,1.37,2.85,37.5,4.87,8,345.2,3.78,27.77,-5.09,49.32,3,3,-0.22,0.0,-0.5,5.08,-5.09,0.0,5.46,24.86
EMA_CROSSOVER_LONG_ONLY,199,218,30.97,52.52,49.65,18.03,1.35,1.4,2.91,37.5,5.17,8,345.4,3.83,27.77,-5.09,49.34,3,3,-0.22,0.0,-0.5,5.08,-5.09,0.0,5.46,25.43
EMA_CROSSOVER_LONG_ONLY,199,219,30.94,52.46,49.62,18.1,1.35,1.39,2.9,37.5,5.22,8,345.8,3.83,27.77,-5.09,49.39,3,3,-0.3,0.0,-0.33,5.08,-5.09,0.0,5.46,25.28
EMA_CROSSOVER_LONG_ONLY,199,220,31.4,53.28,50.07,17.98,1.37,1.41,2.96,37.5,5.36,8,345.8,3.87,27.77,-5.09,49.39,3,3,-0.3,0.0,-0.19,5.29,-5.09,0.0,5.46,25.28
EMA_CROSSOVER_LONG_ONLY,199,221,31.73,53.89,50.4,17.98,1.38,1.42,3.0,37.5,5.46,8,345.8,3.9,27.77,-5.09,49.39,3,3,-0.3,0.0,-0.19,5.29,-5.09,0.0,5.62,25.4
EMA_CROSSOVER_LONG_ONLY,199,222,31.73,53.9,50.41,17.98,1.38,1.42,3.0,37.5,5.46,8,345.9,3.9,27.77,-5.09,49.41,3,3,-0.3,0.0,-0.19,5.29,-5.09,0.0,5.62,25.41
EMA_CROSSOVER_LONG_ONLY,199,223,32.19,54.73,50.86,17.98,1.39,1.44,3.04,37.5,5.73,8,346.1,3.95,27.77,-5.09,49.45,3,3,-0.3,0.0,-0.19,5.29,-5.09,0.0,5.62,25.84
EMA_CROSSOVER_LONG_ONLY,199,224,32.03,54.44,50.7,17.98,1.39,1.43,3.03,37.5,5.63,8,346.2,3.93,27.77,-5.09,49.46,3,3,-0.3,0.0,-0.31,5.29,-5.09,0.0,5.62,25.84
EMA_CROSSOVER_LONG_ONLY,199,225,32.02,54.42,50.69,17.98,1.39,1.43,3.03,37.5,5.63,8,346.5,3.93,27.77,-5.09,49.5,3,3,-0.3,0.0,-0.31,5.07,-5.09,0.0,5.62,26.1
EMA_CROSSOVER_LONG_ONLY,199,226,33.02,56.25,51.69,17.29,1.42,1.47,3.25,50.0,6.06,8,346.4,4.02,27.77,-5.09,49.48,4,2,-0.3,0.0,0.53,4.84,-5.09,0.0,5.62,26.26
EMA_CROSSOVER_LONG_ONLY,199,227,33.15,56.5,51.83,17.29,1.42,1.47,3.27,50.0,6.08,8,346.5,4.04,27.9,-5.09,49.5,4,2,-0.3,0.0,0.53,4.84,-5.09,0.0,5.62,26.39
EMA_CROSSOVER_LONG_ONLY,199,228,34.57,59.11,53.24,16.91,1.47,1.52,3.49,62.5,6.36,8,346.8,4.18,27.9,-5.09,49.54,5,1,0.16,0.0,0.53,4.84,-5.09,0.0,5.98,26.73
EMA_CROSSOVER_LONG_ONLY,199,229,35.5,60.84,54.18,16.91,1.5,1.55,3.6,62.5,6.33,8,347.0,4.27,27.9,-5.09,49.57,5,1,0.16,0.0,0.53,5.75,-5.09,0.0,5.98,26.51
EMA_CROSSOVER_LONG_ONLY,199,230,35.54,60.92,54.22,16.91,1.5,1.55,3.6,62.5,6.34,8,347.2,4.27,27.9,-5.09,49.61,5,1,0.16,0.0,0.27,5.75,-5.09,0.0,5.98,26.88
EMA_CROSSOVER_LONG_ONLY,199,231,36.78,63.22,55.45,16.89,1.54,1.59,3.74,62.5,7.33,8,347.4,4.38,27.9,-4.67,49.62,5,1,0.16,0.0,0.3,5.75,-4.67,0.0,5.98,27.44
EMA_CROSSOVER_LONG_ONLY,199,232,37.35,64.3,56.03,16.89,1.56,1.61,3.81,62.5,7.61,8,347.8,4.44,27.9,-4.67,49.68,5,1,0.16,0.0,0.3,5.61,-4.67,0.0,5.98,28.15
EMA_CROSSOVER_LONG_ONLY,199,233,37.82,65.17,56.5,16.89,1.57,1.63,3.86,62.5,7.68,8,348.0,4.48,27.9,-4.67,49.71,5,1,0.16,0.0,0.3,5.61,-4.67,0.0,5.98,28.59
EMA_CROSSOVER_LONG_ONLY,199,234,37.32,64.23,55.99,16.89,1.56,1.61,3.8,62.5,7.61,8,348.8,4.44,28.0,-4.67,49.82,5,1,0.16,0.0,0.3,5.61,-4.67,0.0,5.98,28.12
EMA_CROSSOVER_LONG_ONLY,199,235,36.72,63.11,55.39,16.89,1.54,1.59,3.74,62.5,7.45,8,349.1,4.38,28.0,-4.13,49.88,5,1,0.16,0.0,0.3,5.61,-4.13,0.0,5.94,26.89
EMA_CROSSOVER_LONG_ONLY,199,236,33.45,57.05,52.13,17.65,1.43,1.48,3.23,44.44,4.47,9,310.4,3.63,28.0,-4.13,49.89,3,3,-0.27,0.0,-0.62,4.48,-4.13,0.0,5.94,26.89
EMA_CROSSOVER_LONG_ONLY,199,237,33.07,56.35,51.75,17.65,1.42,1.47,3.19,44.44,4.38,9,310.4,3.6,28.0,-4.13,49.89,3,3,-0.27,0.0,-1.0,4.94,-4.13,0.0,5.94,26.47
EMA_CROSSOVER_LONG_ONLY,199,238,32.48,55.28,51.16,17.65,1.4,1.45,3.13,44.44,4.32,9,310.6,3.54,27.44,-4.13,49.91,3,3,-0.27,0.0,-1.0,4.94,-4.13,0.0,5.94,25.91
EMA_CROSSOVER_LONG_ONLY,199,239,31.97,54.33,50.64,17.65,1.38,1.43,3.08,44.44,4.27,9,310.7,3.49,27.44,-4.13,49.93,3,3,-0.27,0.0,-1.0,4.94,-4.13,0.0,5.94,25.42
EMA_CROSSOVER_LONG_ONLY,199,240,29.13,49.18,47.81,17.65,1.29,1.34,2.79,36.36,3.47,11,254.0,2.66,27.44,-4.22,49.89,3,3,-0.27,0.0,-3.13,4.94,-4.13,0.0,5.94,25.42
EMA_CROSSOVER_LONG_ONLY,199,241,28.76,48.49,47.43,18.27,1.28,1.32,2.65,36.36,3.32,11,254.1,2.64,27.44,-4.94,49.91,3,3,-0.27,0.0,-3.85,5.31,-4.13,0.0,5.94,25.54
EMA_CROSSOVER_LONG_ONLY,199,242,30.36,51.39,49.03,18.26,1.33,1.38,2.81,40.0,3.62,10,279.4,3.03,27.44,-4.94,49.89,3,3,-0.27,0.0,-2.77,5.31,-4.13,0.0,5.91,25.73
EMA_CROSSOVER_LONG_ONLY,199,243,29.33,49.52,48.0,18.37,1.3,1.34,2.7,40.0,3.55,10,279.3,2.94,27.44,-4.94,49.88,3,3,-0.27,0.0,-3.54,5.31,-4.13,0.0,5.91,25.73
EMA_CROSSOVER_LONG_ONLY,199,244,29.28,49.44,47.95,18.37,1.3,1.34,2.69,40.0,3.54,10,279.4,2.94,27.44,-4.94,49.89,3,3,-0.27,0.0,-3.54,5.31,-4.13,0.0,5.91,25.68
EMA_CROSSOVER_LONG_ONLY,199,245,28.04,47.21,46.72,18.63,1.25,1.3,2.53,40.0,3.39,10,279.6,2.84,27.44,-4.94,49.93,3,3,-0.6,0.0,-3.54,4.65,-4.13,0.0,5.91,25.68
